Comunidades;Anio;Sexo;Edad;Numero_Condenados
Asturias;2019;Total;21_25_anios;664
Asturias;2018;Total;21_25_anios;688
Asturias;2017;Total;21_25_anios;701
Asturias;2016;Total;21_25_anios;712
Asturias;2015;Total;21_25_anios;547
Asturias;2014;Total;21_25_anios;573
Asturias;2013;Total;21_25_anios;589
Asturias;2019;Total;26_30_anios;685
Asturias;2018;Total;26_30_anios;725
Asturias;2017;Total;26_30_anios;760
Asturias;2016;Total;26_30_anios;787
Asturias;2015;Total;26_30_anios;590
Asturias;2014;Total;26_30_anios;609
Asturias;2013;Total;26_30_anios;634
Asturias;2019;Total;31_35_anios;795
Asturias;2018;Total;31_35_anios;810
Asturias;2017;Total;31_35_anios;845
Asturias;2016;Total;31_35_anios;833
Asturias;2015;Total;31_35_anios;678
Asturias;2014;Total;31_35_anios;701
Asturias;2013;Total;31_35_anios;730
Asturias;2019;Total;36_40_anios;857
Asturias;2018;Total;36_40_anios;831
Asturias;2017;Total;36_40_anios;933
Asturias;2016;Total;36_40_anios;915
Asturias;2015;Total;36_40_anios;677
Asturias;2014;Total;36_40_anios;653
Asturias;2013;Total;36_40_anios;660
Asturias;2019;Total;41_50_anios;1473
Asturias;2018;Total;41_50_anios;1521
Asturias;2017;Total;41_50_anios;1397
Asturias;2016;Total;41_50_anios;1398
Asturias;2015;Total;41_50_anios;1036
Asturias;2014;Total;41_50_anios;1055
Asturias;2013;Total;41_50_anios;1012
Asturias;2019;Total;51_60_anios;831
Asturias;2018;Total;51_60_anios;826
Asturias;2017;Total;51_60_anios;863
Asturias;2016;Total;51_60_anios;825
Asturias;2015;Total;51_60_anios;556
Asturias;2014;Total;51_60_anios;569
Asturias;2013;Total;51_60_anios;556
Asturias;2019;Total;61_70_anios;373
Asturias;2018;Total;61_70_anios;346
Asturias;2017;Total;61_70_anios;346
Asturias;2016;Total;61_70_anios;288
Asturias;2015;Total;61_70_anios;178
Asturias;2014;Total;61_70_anios;187
Asturias;2013;Total;61_70_anios;177
Asturias;2019;Total;mayor_70_anios;136
Asturias;2018;Total;mayor_70_anios;118
Asturias;2017;Total;mayor_70_anios;133
Asturias;2016;Total;mayor_70_anios;98
Asturias;2015;Total;mayor_70_anios;58
Asturias;2014;Total;mayor_70_anios;58
Asturias;2013;Total;mayor_70_anios;52
Asturias;2019;Hombres;Total;4815
Asturias;2018;Hombres;Total;4930
Asturias;2017;Hombres;Total;5085
Asturias;2016;Hombres;Total;5093
Asturias;2015;Hombres;Total;3982
Asturias;2014;Hombres;Total;4094
Asturias;2013;Hombres;Total;4146
Asturias;2019;Hombres;18_20_anios;290
Asturias;2018;Hombres;18_20_anios;315
Asturias;2017;Hombres;18_20_anios;376
Asturias;2016;Hombres;18_20_anios;367
Asturias;2015;Hombres;18_20_anios;312
Asturias;2014;Hombres;18_20_anios;268
Asturias;2013;Hombres;18_20_anios;260
Asturias;2019;Hombres;21_25_anios;511
Asturias;2018;Hombres;21_25_anios;538
Asturias;2017;Hombres;21_25_anios;552
Asturias;2016;Hombres;21_25_anios;571
Asturias;2015;Hombres;21_25_anios;458
Asturias;2014;Hombres;21_25_anios;482
Asturias;2013;Hombres;21_25_anios;522
Asturias;2019;Hombres;26_30_anios;531
Asturias;2018;Hombres;26_30_anios;584
Asturias;2017;Hombres;26_30_anios;585
Asturias;2016;Hombres;26_30_anios;627
Asturias;2015;Hombres;26_30_anios;475
Asturias;2014;Hombres;26_30_anios;516
Asturias;2013;Hombres;26_30_anios;548
Asturias;2019;Hombres;31_35_anios;609
Asturias;2018;Hombres;31_35_anios;639
Asturias;2017;Hombres;31_35_anios;661
Asturias;2016;Hombres;31_35_anios;654
Asturias;2015;Hombres;31_35_anios;565
Asturias;2014;Hombres;31_35_anios;596
Asturias;2013;Hombres;31_35_anios;638
Asturias;2019;Hombres;36_40_anios;658
Asturias;2018;Hombres;36_40_anios;627
Asturias;2017;Hombres;36_40_anios;733
Asturias;2016;Hombres;36_40_anios;739
Asturias;2015;Hombres;36_40_anios;577
Asturias;2014;Hombres;36_40_anios;569
Asturias;2013;Hombres;36_40_anios;569
Asturias;2019;Hombres;41_50_anios;1151
Asturias;2018;Hombres;41_50_anios;1193
Asturias;2017;Hombres;41_50_anios;1117
Asturias;2016;Hombres;41_50_anios;1133
Asturias;2015;Hombres;41_50_anios;888
Asturias;2014;Hombres;41_50_anios;938
Asturias;2013;Hombres;41_50_anios;898
Asturias;2019;Hombres;51_60_anios;662
Asturias;2018;Hombres;51_60_anios;671
Asturias;2017;Hombres;51_60_anios;700
Asturias;2016;Hombres;51_60_anios;683
Asturias;2015;Hombres;51_60_anios;497
Asturias;2014;Hombres;51_60_anios;499
Asturias;2013;Hombres;51_60_anios;506
Asturias;2019;Hombres;61_70_anios;299
Asturias;2018;Hombres;61_70_anios;280
Asturias;2017;Hombres;61_70_anios;272
Asturias;2016;Hombres;61_70_anios;243
Asturias;2015;Hombres;61_70_anios;157
Asturias;2014;Hombres;61_70_anios;173
Asturias;2013;Hombres;61_70_anios;158
Asturias;2019;Hombres;mayor_70_anios;104
Asturias;2018;Hombres;mayor_70_anios;83
Asturias;2017;Hombres;mayor_70_anios;89
Asturias;2016;Hombres;mayor_70_anios;76
Asturias;2015;Hombres;mayor_70_anios;53
Asturias;2014;Hombres;mayor_70_anios;53
Asturias;2013;Hombres;mayor_70_anios;47
Asturias;2019;Mujeres;Total;1387
Asturias;2018;Mujeres;Total;1379
Asturias;2017;Mujeres;Total;1351
Asturias;2016;Mujeres;Total;1218
Asturias;2015;Mujeres;Total;701
Asturias;2014;Mujeres;Total;619
Asturias;2013;Mujeres;Total;556
Asturias;2019;Mujeres;18_20_anios;98
Asturias;2018;Mujeres;18_20_anios;129
Asturias;2017;Mujeres;18_20_anios;82
Asturias;2016;Mujeres;18_20_anios;88
Asturias;2015;Mujeres;18_20_anios;51
Asturias;2014;Mujeres;18_20_anios;40
Asturias;2013;Mujeres;18_20_anios;32
Asturias;2019;Mujeres;21_25_anios;153
Asturias;2018;Mujeres;21_25_anios;150
Asturias;2017;Mujeres;21_25_anios;149
Asturias;2016;Mujeres;21_25_anios;141
Asturias;2015;Mujeres;21_25_anios;89
Asturias;2014;Mujeres;21_25_anios;91
Asturias;2013;Mujeres;21_25_anios;67
Asturias;2019;Mujeres;26_30_anios;154
Asturias;2018;Mujeres;26_30_anios;141
Asturias;2017;Mujeres;26_30_anios;175
Asturias;2016;Mujeres;26_30_anios;160
Asturias;2015;Mujeres;26_30_anios;115
Asturias;2014;Mujeres;26_30_anios;93
Asturias;2013;Mujeres;26_30_anios;86
Asturias;2019;Mujeres;31_35_anios;186
Asturias;2018;Mujeres;31_35_anios;171
Asturias;2017;Mujeres;31_35_anios;184
Asturias;2016;Mujeres;31_35_anios;179
Asturias;2015;Mujeres;31_35_anios;113
Asturias;2014;Mujeres;31_35_anios;105
Asturias;2013;Mujeres;31_35_anios;92
Asturias;2019;Mujeres;36_40_anios;199
Asturias;2018;Mujeres;36_40_anios;204
Asturias;2017;Mujeres;36_40_anios;200
Asturias;2016;Mujeres;36_40_anios;176
Asturias;2015;Mujeres;36_40_anios;100
Asturias;2014;Mujeres;36_40_anios;84
Asturias;2013;Mujeres;36_40_anios;91
Asturias;2019;Mujeres;41_50_anios;322
Asturias;2018;Mujeres;41_50_anios;328
Asturias;2017;Mujeres;41_50_anios;280
Asturias;2016;Mujeres;41_50_anios;265
Asturias;2015;Mujeres;41_50_anios;148
Asturias;2014;Mujeres;41_50_anios;117
Asturias;2013;Mujeres;41_50_anios;114
Asturias;2019;Mujeres;51_60_anios;169
Asturias;2018;Mujeres;51_60_anios;155
Asturias;2017;Mujeres;51_60_anios;163
Asturias;2016;Mujeres;51_60_anios;142
Asturias;2015;Mujeres;51_60_anios;59
Asturias;2014;Mujeres;51_60_anios;70
Asturias;2013;Mujeres;51_60_anios;50
Asturias;2019;Mujeres;61_70_anios;74
Asturias;2018;Mujeres;61_70_anios;66
Asturias;2017;Mujeres;61_70_anios;74
Asturias;2016;Mujeres;61_70_anios;45
Asturias;2015;Mujeres;61_70_anios;21
Asturias;2014;Mujeres;61_70_anios;14
Asturias;2013;Mujeres;61_70_anios;19
Asturias;2019;Mujeres;mayor_70_anios;32
Asturias;2018;Mujeres;mayor_70_anios;35
Asturias;2017;Mujeres;mayor_70_anios;44
Asturias;2016;Mujeres;mayor_70_anios;22
Asturias;2015;Mujeres;mayor_70_anios;5
Asturias;2014;Mujeres;mayor_70_anios;5
Asturias;2013;Mujeres;mayor_70_anios;5
Baleares;2019;Total;Total;8336
Baleares;2018;Total;Total;8216
Baleares;2017;Total;Total;8239
Baleares;2016;Total;Total;7701
Baleares;2015;Total;Total;6851
Baleares;2014;Total;Total;7177
Baleares;2013;Total;Total;7094
Baleares;2019;Total;18_20_anios;621
Baleares;2018;Total;18_20_anios;649
Baleares;2017;Total;18_20_anios;624
Baleares;2016;Total;18_20_anios;517
Baleares;2015;Total;18_20_anios;517
Baleares;2014;Total;18_20_anios;511
Baleares;2013;Total;18_20_anios;543
Baleares;2019;Total;21_25_anios;1116
Baleares;2018;Total;21_25_anios;1122
Baleares;2017;Total;21_25_anios;1077
Baleares;2016;Total;21_25_anios;1017
Baleares;2015;Total;21_25_anios;989
Baleares;2014;Total;21_25_anios;1043
Baleares;2013;Total;21_25_anios;1067
Baleares;2019;Total;26_30_anios;1230
Baleares;2018;Total;26_30_anios;1177
Baleares;2017;Total;26_30_anios;1201
Baleares;2016;Total;26_30_anios;1204
Baleares;2015;Total;26_30_anios;1107
Baleares;2014;Total;26_30_anios;1124
Baleares;2013;Total;26_30_anios;1140
Baleares;2019;Total;31_35_anios;1169
Baleares;2018;Total;31_35_anios;1202
Baleares;2017;Total;31_35_anios;1279
Baleares;2016;Total;31_35_anios;1274
Baleares;2015;Total;31_35_anios;1119
Baleares;2014;Total;31_35_anios;1190
Baleares;2013;Total;31_35_anios;1125
Baleares;2019;Total;36_40_anios;1170
Baleares;2018;Total;36_40_anios;1207
Baleares;2017;Total;36_40_anios;1217
Baleares;2016;Total;36_40_anios;1084
Baleares;2015;Total;36_40_anios;1013
Baleares;2014;Total;36_40_anios;1048
Baleares;2013;Total;36_40_anios;1077
Baleares;2019;Total;41_50_anios;1834
Baleares;2018;Total;41_50_anios;1732
Baleares;2017;Total;41_50_anios;1722
Baleares;2016;Total;41_50_anios;1646
Baleares;2015;Total;41_50_anios;1371
Baleares;2014;Total;41_50_anios;1430
Baleares;2013;Total;41_50_anios;1386
Baleares;2019;Total;51_60_anios;818
Baleares;2018;Total;51_60_anios;796
Baleares;2017;Total;51_60_anios;790
Baleares;2016;Total;51_60_anios;687
Baleares;2015;Total;51_60_anios;528
Baleares;2014;Total;51_60_anios;603
Baleares;2013;Total;51_60_anios;547
Baleares;2019;Total;61_70_anios;291
Baleares;2018;Total;61_70_anios;262
Baleares;2017;Total;61_70_anios;262
Baleares;2016;Total;61_70_anios;203
Baleares;2015;Total;61_70_anios;163
Baleares;2014;Total;61_70_anios;189
Baleares;2013;Total;61_70_anios;166
Baleares;2019;Total;mayor_70_anios;87
Baleares;2018;Total;mayor_70_anios;69
Baleares;2017;Total;mayor_70_anios;67
Baleares;2016;Total;mayor_70_anios;69
Baleares;2015;Total;mayor_70_anios;44
Baleares;2014;Total;mayor_70_anios;39
Baleares;2013;Total;mayor_70_anios;43
Baleares;2019;Hombres;Total;6761
Baleares;2018;Hombres;Total;6605
Baleares;2017;Hombres;Total;6697
Baleares;2016;Hombres;Total;6446
Baleares;2015;Hombres;Total;5818
Baleares;2014;Hombres;Total;6154
Baleares;2013;Hombres;Total;6173
Baleares;2019;Hombres;18_20_anios;506
Baleares;2018;Hombres;18_20_anios;526
Baleares;2017;Hombres;18_20_anios;502
Baleares;2016;Hombres;18_20_anios;431
Baleares;2015;Hombres;18_20_anios;447
Baleares;2014;Hombres;18_20_anios;440
Baleares;2013;Hombres;18_20_anios;470
Baleares;2019;Hombres;21_25_anios;918
Baleares;2018;Hombres;21_25_anios;906
Baleares;2017;Hombres;21_25_anios;880
Baleares;2016;Hombres;21_25_anios;833
Baleares;2015;Hombres;21_25_anios;828
Baleares;2014;Hombres;21_25_anios;889
Baleares;2013;Hombres;21_25_anios;935
Baleares;2019;Hombres;26_30_anios;1004
Baleares;2018;Hombres;26_30_anios;941
Baleares;2017;Hombres;26_30_anios;942
Baleares;2016;Hombres;26_30_anios;998
Baleares;2015;Hombres;26_30_anios;930
Baleares;2014;Hombres;26_30_anios;935
Baleares;2013;Hombres;26_30_anios;977
Baleares;2019;Hombres;31_35_anios;956
Baleares;2018;Hombres;31_35_anios;966
Baleares;2017;Hombres;31_35_anios;1038
Baleares;2016;Hombres;31_35_anios;1059
Baleares;2015;Hombres;31_35_anios;945
Baleares;2014;Hombres;31_35_anios;1011
Baleares;2013;Hombres;31_35_anios;978
Baleares;2019;Hombres;36_40_anios;961
Baleares;2018;Hombres;36_40_anios;973
Baleares;2017;Hombres;36_40_anios;998
Baleares;2016;Hombres;36_40_anios;913
Baleares;2015;Hombres;36_40_anios;862
Baleares;2014;Hombres;36_40_anios;896
Baleares;2013;Hombres;36_40_anios;918
Baleares;2019;Hombres;41_50_anios;1479
Baleares;2018;Hombres;41_50_anios;1397
Baleares;2017;Hombres;41_50_anios;1419
Baleares;2016;Hombres;41_50_anios;1381
Baleares;2015;Hombres;41_50_anios;1160
Baleares;2014;Hombres;41_50_anios;1235
Baleares;2013;Hombres;41_50_anios;1220
Baleares;2019;Hombres;51_60_anios;650
Baleares;2018;Hombres;51_60_anios;649
Baleares;2017;Hombres;51_60_anios;652
Baleares;2016;Hombres;51_60_anios;591
Baleares;2015;Hombres;51_60_anios;462
Baleares;2014;Hombres;51_60_anios;545
Baleares;2013;Hombres;51_60_anios;490
Baleares;2019;Hombres;61_70_anios;218
Baleares;2018;Hombres;61_70_anios;196
Baleares;2017;Hombres;61_70_anios;214
Baleares;2016;Hombres;61_70_anios;179
Baleares;2015;Hombres;61_70_anios;142
Baleares;2014;Hombres;61_70_anios;171
Baleares;2013;Hombres;61_70_anios;152
Baleares;2019;Hombres;mayor_70_anios;69
Baleares;2018;Hombres;mayor_70_anios;51
Baleares;2017;Hombres;mayor_70_anios;52
Baleares;2016;Hombres;mayor_70_anios;61
Baleares;2015;Hombres;mayor_70_anios;42
Baleares;2014;Hombres;mayor_70_anios;32
Baleares;2013;Hombres;mayor_70_anios;33
Baleares;2019;Mujeres;Total;1575
Baleares;2018;Mujeres;Total;1611
Baleares;2017;Mujeres;Total;1542
Baleares;2016;Mujeres;Total;1255
Baleares;2015;Mujeres;Total;1033
Baleares;2014;Mujeres;Total;1023
Baleares;2013;Mujeres;Total;921
Baleares;2019;Mujeres;18_20_anios;115
Baleares;2018;Mujeres;18_20_anios;123
Baleares;2017;Mujeres;18_20_anios;122
Baleares;2016;Mujeres;18_20_anios;86
Baleares;2015;Mujeres;18_20_anios;70
Baleares;2014;Mujeres;18_20_anios;71
Baleares;2013;Mujeres;18_20_anios;73
Baleares;2019;Mujeres;21_25_anios;198
Baleares;2018;Mujeres;21_25_anios;216
Baleares;2017;Mujeres;21_25_anios;197
Baleares;2016;Mujeres;21_25_anios;184
Baleares;2015;Mujeres;21_25_anios;161
Baleares;2014;Mujeres;21_25_anios;154
Baleares;2013;Mujeres;21_25_anios;132
Baleares;2019;Mujeres;26_30_anios;226
Baleares;2018;Mujeres;26_30_anios;236
Baleares;2017;Mujeres;26_30_anios;259
Baleares;2016;Mujeres;26_30_anios;206
Baleares;2015;Mujeres;26_30_anios;177
Baleares;2014;Mujeres;26_30_anios;189
Baleares;2013;Mujeres;26_30_anios;163
Baleares;2019;Mujeres;31_35_anios;213
Baleares;2018;Mujeres;31_35_anios;236
Baleares;2017;Mujeres;31_35_anios;241
Baleares;2016;Mujeres;31_35_anios;215
Baleares;2015;Mujeres;31_35_anios;174
Baleares;2014;Mujeres;31_35_anios;179
Baleares;2013;Mujeres;31_35_anios;147
Baleares;2019;Mujeres;36_40_anios;209
Baleares;2018;Mujeres;36_40_anios;234
Baleares;2017;Mujeres;36_40_anios;219
Baleares;2016;Mujeres;36_40_anios;171
Baleares;2015;Mujeres;36_40_anios;151
Baleares;2014;Mujeres;36_40_anios;152
Baleares;2013;Mujeres;36_40_anios;159
Baleares;2019;Mujeres;41_50_anios;355
Baleares;2018;Mujeres;41_50_anios;335
Baleares;2017;Mujeres;41_50_anios;303
Baleares;2016;Mujeres;41_50_anios;265
Baleares;2015;Mujeres;41_50_anios;211
Baleares;2014;Mujeres;41_50_anios;195
Baleares;2013;Mujeres;41_50_anios;166
Baleares;2019;Mujeres;51_60_anios;168
Baleares;2018;Mujeres;51_60_anios;147
Baleares;2017;Mujeres;51_60_anios;138
Baleares;2016;Mujeres;51_60_anios;96
Baleares;2015;Mujeres;51_60_anios;66
Baleares;2014;Mujeres;51_60_anios;58
Baleares;2013;Mujeres;51_60_anios;57
Baleares;2019;Mujeres;61_70_anios;73
Baleares;2018;Mujeres;61_70_anios;66
Baleares;2017;Mujeres;61_70_anios;48
Baleares;2016;Mujeres;61_70_anios;24
Baleares;2015;Mujeres;61_70_anios;21
Baleares;2014;Mujeres;61_70_anios;18
Baleares;2013;Mujeres;61_70_anios;14
Baleares;2019;Mujeres;mayor_70_anios;18
Baleares;2018;Mujeres;mayor_70_anios;18
Baleares;2017;Mujeres;mayor_70_anios;15
Baleares;2016;Mujeres;mayor_70_anios;8
Baleares;2015;Mujeres;mayor_70_anios;2
Baleares;2014;Mujeres;mayor_70_anios;7
Baleares;2013;Mujeres;mayor_70_anios;10
Canarias;2019;Total;Total;15481
Canarias;2018;Total;Total;15520
Canarias;2017;Total;Total;15589
Canarias;2016;Total;Total;15139
Canarias;2015;Total;Total;12603
Canarias;2014;Total;Total;12400
Canarias;2013;Total;Total;11756
Canarias;2019;Total;18_20_anios;1068
Canarias;2018;Total;18_20_anios;1143
Canarias;2017;Total;18_20_anios;1144
Canarias;2016;Total;18_20_anios;1161
Canarias;2015;Total;18_20_anios;1037
Canarias;2014;Total;18_20_anios;1043
Canarias;2013;Total;18_20_anios;954
Canarias;2019;Total;21_25_anios;1868
Canarias;2018;Total;21_25_anios;1880
Canarias;2017;Total;21_25_anios;1891
Canarias;2016;Total;21_25_anios;2082
Canarias;2015;Total;21_25_anios;1729
Canarias;2014;Total;21_25_anios;1780
Canarias;2013;Total;21_25_anios;1645
Canarias;2019;Total;26_30_anios;2078
Canarias;2018;Total;26_30_anios;2142
Canarias;2017;Total;26_30_anios;2146
Canarias;2016;Total;26_30_anios;2175
Canarias;2015;Total;26_30_anios;1771
Canarias;2014;Total;26_30_anios;1812
Canarias;2013;Total;26_30_anios;1811
Canarias;2019;Total;31_35_anios;2073
Canarias;2018;Total;31_35_anios;2217
Canarias;2017;Total;31_35_anios;2228
Canarias;2016;Total;31_35_anios;2173
Canarias;2015;Total;31_35_anios;1870
Canarias;2014;Total;31_35_anios;1861
Canarias;2013;Total;31_35_anios;1745
Canarias;2019;Total;36_40_anios;2127
Canarias;2018;Total;36_40_anios;2050
Canarias;2017;Total;36_40_anios;2087
Canarias;2016;Total;36_40_anios;2028
Canarias;2015;Total;36_40_anios;1747
Canarias;2014;Total;36_40_anios;1642
Canarias;2013;Total;36_40_anios;1630
Canarias;2019;Total;41_50_anios;3518
Canarias;2018;Total;41_50_anios;3500
Canarias;2017;Total;41_50_anios;3524
Canarias;2016;Total;41_50_anios;3284
Canarias;2015;Total;41_50_anios;2740
Canarias;2014;Total;41_50_anios;2605
Canarias;2013;Total;41_50_anios;2512
Canarias;2019;Total;51_60_anios;1927
Canarias;2018;Total;51_60_anios;1802
Canarias;2017;Total;51_60_anios;1789
Canarias;2016;Total;51_60_anios;1571
Canarias;2015;Total;51_60_anios;1221
Canarias;2014;Total;51_60_anios;1241
Canarias;2013;Total;51_60_anios;1034
Canarias;2019;Total;61_70_anios;634
Canarias;2018;Total;61_70_anios;613
Canarias;2017;Total;61_70_anios;617
Canarias;2016;Total;61_70_anios;518
Canarias;2015;Total;61_70_anios;402
Canarias;2014;Total;61_70_anios;341
Canarias;2013;Total;61_70_anios;341
Canarias;2019;Total;mayor_70_anios;188
Canarias;2018;Total;mayor_70_anios;173
Canarias;2017;Total;mayor_70_anios;163
Canarias;2016;Total;mayor_70_anios;147
Canarias;2015;Total;mayor_70_anios;86
Canarias;2014;Total;mayor_70_anios;75
Canarias;2013;Total;mayor_70_anios;84
Canarias;2019;Hombres;Total;12632
Canarias;2018;Hombres;Total;12762
Canarias;2017;Hombres;Total;12809
Canarias;2016;Hombres;Total;12545
Canarias;2015;Hombres;Total;10992
Canarias;2014;Hombres;Total;11035
Canarias;2013;Hombres;Total;10535
Canarias;2019;Hombres;18_20_anios;835
Canarias;2018;Hombres;18_20_anios;909
Canarias;2017;Hombres;18_20_anios;917
Canarias;2016;Hombres;18_20_anios;936
Canarias;2015;Hombres;18_20_anios;880
Canarias;2014;Hombres;18_20_anios;932
Canarias;2013;Hombres;18_20_anios;864
Canarias;2019;Hombres;21_25_anios;1452
Canarias;2018;Hombres;21_25_anios;1516
Canarias;2017;Hombres;21_25_anios;1518
Canarias;2016;Hombres;21_25_anios;1682
Canarias;2015;Hombres;21_25_anios;1495
Canarias;2014;Hombres;21_25_anios;1558
Canarias;2013;Hombres;21_25_anios;1452
Canarias;2019;Hombres;26_30_anios;1684
Canarias;2018;Hombres;26_30_anios;1730
Canarias;2017;Hombres;26_30_anios;1742
Canarias;2016;Hombres;26_30_anios;1749
Canarias;2015;Hombres;26_30_anios;1525
Canarias;2014;Hombres;26_30_anios;1576
Canarias;2013;Hombres;26_30_anios;1584
Canarias;2019;Hombres;31_35_anios;1704
Canarias;2018;Hombres;31_35_anios;1805
Canarias;2017;Hombres;31_35_anios;1835
Canarias;2016;Hombres;31_35_anios;1787
Canarias;2015;Hombres;31_35_anios;1641
Canarias;2014;Hombres;31_35_anios;1632
Canarias;2013;Hombres;31_35_anios;1522
Canarias;2019;Hombres;36_40_anios;1741
Canarias;2018;Hombres;36_40_anios;1709
Canarias;2017;Hombres;36_40_anios;1721
Canarias;2016;Hombres;36_40_anios;1729
Canarias;2015;Hombres;36_40_anios;1497
Canarias;2014;Hombres;36_40_anios;1444
Canarias;2013;Hombres;36_40_anios;1473
Canarias;2019;Hombres;41_50_anios;2917
Canarias;2018;Hombres;41_50_anios;2919
Canarias;2017;Hombres;41_50_anios;2934
Canarias;2016;Hombres;41_50_anios;2771
Canarias;2015;Hombres;41_50_anios;2432
Canarias;2014;Hombres;41_50_anios;2355
Canarias;2013;Hombres;41_50_anios;2262
Canarias;2019;Hombres;51_60_anios;1615
Canarias;2018;Hombres;51_60_anios;1524
Canarias;2017;Hombres;51_60_anios;1496
Canarias;2016;Hombres;51_60_anios;1338
Canarias;2015;Hombres;51_60_anios;1076
Canarias;2014;Hombres;51_60_anios;1145
Canarias;2013;Hombres;51_60_anios;974
Canarias;2019;Hombres;61_70_anios;525
Canarias;2018;Hombres;61_70_anios;511
Canarias;2017;Hombres;61_70_anios;517
Canarias;2016;Hombres;61_70_anios;427
Canarias;2015;Hombres;61_70_anios;370
Canarias;2014;Hombres;61_70_anios;322
Canarias;2013;Hombres;61_70_anios;321
Canarias;2019;Hombres;mayor_70_anios;159
Canarias;2018;Hombres;mayor_70_anios;139
Canarias;2017;Hombres;mayor_70_anios;129
Canarias;2016;Hombres;mayor_70_anios;126
Canarias;2015;Hombres;mayor_70_anios;76
Canarias;2014;Hombres;mayor_70_anios;71
Canarias;2013;Hombres;mayor_70_anios;83
Canarias;2019;Mujeres;Total;2849
Canarias;2018;Mujeres;Total;2758
Canarias;2017;Mujeres;Total;2780
Canarias;2016;Mujeres;Total;2594
Canarias;2015;Mujeres;Total;1611
Canarias;2014;Mujeres;Total;1365
Canarias;2013;Mujeres;Total;1221
Canarias;2019;Mujeres;18_20_anios;233
Canarias;2018;Mujeres;18_20_anios;234
Canarias;2017;Mujeres;18_20_anios;227
Canarias;2016;Mujeres;18_20_anios;225
Canarias;2015;Mujeres;18_20_anios;157
Canarias;2014;Mujeres;18_20_anios;111
Canarias;2013;Mujeres;18_20_anios;90
Canarias;2019;Mujeres;21_25_anios;416
Canarias;2018;Mujeres;21_25_anios;364
Canarias;2017;Mujeres;21_25_anios;373
Canarias;2016;Mujeres;21_25_anios;400
Canarias;2015;Mujeres;21_25_anios;234
Canarias;2014;Mujeres;21_25_anios;222
Canarias;2013;Mujeres;21_25_anios;193
Canarias;2019;Mujeres;26_30_anios;394
Canarias;2018;Mujeres;26_30_anios;412
Canarias;2017;Mujeres;26_30_anios;404
Canarias;2016;Mujeres;26_30_anios;426
Canarias;2015;Mujeres;26_30_anios;246
Canarias;2014;Mujeres;26_30_anios;236
Canarias;2013;Mujeres;26_30_anios;227
Canarias;2019;Mujeres;31_35_anios;369
Canarias;2018;Mujeres;31_35_anios;412
Canarias;2017;Mujeres;31_35_anios;393
Canarias;2016;Mujeres;31_35_anios;386
Canarias;2015;Mujeres;31_35_anios;229
Canarias;2014;Mujeres;31_35_anios;229
Canarias;2013;Mujeres;31_35_anios;223
Canarias;2019;Mujeres;36_40_anios;386
Canarias;2018;Mujeres;36_40_anios;341
Canarias;2017;Mujeres;36_40_anios;366
Canarias;2016;Mujeres;36_40_anios;299
Canarias;2015;Mujeres;36_40_anios;250
Canarias;2014;Mujeres;36_40_anios;198
Canarias;2013;Mujeres;36_40_anios;157
Canarias;2019;Mujeres;41_50_anios;601
Canarias;2018;Mujeres;41_50_anios;581
Canarias;2017;Mujeres;41_50_anios;590
Canarias;2016;Mujeres;41_50_anios;513
Canarias;2015;Mujeres;41_50_anios;308
Canarias;2014;Mujeres;41_50_anios;250
Canarias;2013;Mujeres;41_50_anios;250
Canarias;2019;Mujeres;51_60_anios;312
Canarias;2018;Mujeres;51_60_anios;278
Canarias;2017;Mujeres;51_60_anios;293
Canarias;2016;Mujeres;51_60_anios;233
Canarias;2015;Mujeres;51_60_anios;145
Canarias;2014;Mujeres;51_60_anios;96
Canarias;2013;Mujeres;51_60_anios;60
Canarias;2019;Mujeres;61_70_anios;109
Canarias;2018;Mujeres;61_70_anios;102
Canarias;2017;Mujeres;61_70_anios;100
Canarias;2016;Mujeres;61_70_anios;91
Canarias;2015;Mujeres;61_70_anios;32
Canarias;2014;Mujeres;61_70_anios;19
Canarias;2013;Mujeres;61_70_anios;20
Canarias;2019;Mujeres;mayor_70_anios;29
Canarias;2018;Mujeres;mayor_70_anios;34
Canarias;2017;Mujeres;mayor_70_anios;34
Canarias;2016;Mujeres;mayor_70_anios;21
Canarias;2015;Mujeres;mayor_70_anios;10
Canarias;2014;Mujeres;mayor_70_anios;4
Canarias;2013;Mujeres;mayor_70_anios;1
Cantabria;2019;Total;Total;3475
Cantabria;2018;Total;Total;3450
Cantabria;2017;Total;Total;3320
Cantabria;2016;Total;Total;3370
Cantabria;2015;Total;Total;2580
Cantabria;2014;Total;Total;2622
Cantabria;2013;Total;Total;2618
Cantabria;2019;Total;18_20_anios;282
Cantabria;2018;Total;18_20_anios;292
Cantabria;2017;Total;18_20_anios;283
Cantabria;2016;Total;18_20_anios;301
Cantabria;2015;Total;18_20_anios;259
Cantabria;2014;Total;18_20_anios;214
Cantabria;2013;Total;18_20_anios;238
Cantabria;2019;Total;21_25_anios;414
Cantabria;2018;Total;21_25_anios;459
Cantabria;2017;Total;21_25_anios;431
Cantabria;2016;Total;21_25_anios;466
Cantabria;2015;Total;21_25_anios;325
Cantabria;2014;Total;21_25_anios;395
Cantabria;2013;Total;21_25_anios;385
Cantabria;2019;Total;26_30_anios;409
Cantabria;2018;Total;26_30_anios;419
Cantabria;2017;Total;26_30_anios;410
