Comunidades;Anio;Sexo;Edad;Numero_Condenados
Pais_vasco;2019;Total;21_25_anios;1644
Pais_vasco;2018;Total;21_25_anios;1598
Pais_vasco;2017;Total;21_25_anios;1604
Pais_vasco;2016;Total;21_25_anios;1542
Pais_vasco;2015;Total;21_25_anios;1100
Pais_vasco;2014;Total;21_25_anios;1158
Pais_vasco;2013;Total;21_25_anios;1234
Pais_vasco;2019;Total;26_30_anios;1580
Pais_vasco;2018;Total;26_30_anios;1531
Pais_vasco;2017;Total;26_30_anios;1563
Pais_vasco;2016;Total;26_30_anios;1498
Pais_vasco;2015;Total;26_30_anios;1163
Pais_vasco;2014;Total;26_30_anios;1185
Pais_vasco;2013;Total;26_30_anios;1295
Pais_vasco;2019;Total;31_35_anios;1557
Pais_vasco;2018;Total;31_35_anios;1589
Pais_vasco;2017;Total;31_35_anios;1518
Pais_vasco;2016;Total;31_35_anios;1550
Pais_vasco;2015;Total;31_35_anios;1128
Pais_vasco;2014;Total;31_35_anios;1255
Pais_vasco;2013;Total;31_35_anios;1323
Pais_vasco;2019;Total;36_40_anios;1644
Pais_vasco;2018;Total;36_40_anios;1670
Pais_vasco;2017;Total;36_40_anios;1582
Pais_vasco;2016;Total;36_40_anios;1595
Pais_vasco;2015;Total;36_40_anios;1189
Pais_vasco;2014;Total;36_40_anios;1150
Pais_vasco;2013;Total;36_40_anios;1218
Pais_vasco;2019;Total;41_50_anios;2631
Pais_vasco;2018;Total;41_50_anios;2613
Pais_vasco;2017;Total;41_50_anios;2471
Pais_vasco;2016;Total;41_50_anios;2437
Pais_vasco;2015;Total;41_50_anios;1715
Pais_vasco;2014;Total;41_50_anios;1730
Pais_vasco;2013;Total;41_50_anios;1751
Pais_vasco;2019;Total;51_60_anios;1376
Pais_vasco;2018;Total;51_60_anios;1263
Pais_vasco;2017;Total;51_60_anios;1193
Pais_vasco;2016;Total;51_60_anios;1132
Pais_vasco;2015;Total;51_60_anios;731
Pais_vasco;2014;Total;51_60_anios;696
Pais_vasco;2013;Total;51_60_anios;746
Pais_vasco;2019;Total;61_70_anios;438
Pais_vasco;2018;Total;61_70_anios;406
Pais_vasco;2017;Total;61_70_anios;428
Pais_vasco;2016;Total;61_70_anios;356
Pais_vasco;2015;Total;61_70_anios;214
Pais_vasco;2014;Total;61_70_anios;186
Pais_vasco;2013;Total;61_70_anios;199
Pais_vasco;2019;Total;mayor_70_anios;156
Pais_vasco;2018;Total;mayor_70_anios;163
Pais_vasco;2017;Total;mayor_70_anios;148
Pais_vasco;2016;Total;mayor_70_anios;132
Pais_vasco;2015;Total;mayor_70_anios;69
Pais_vasco;2014;Total;mayor_70_anios;46
Pais_vasco;2013;Total;mayor_70_anios;58
Pais_vasco;2019;Hombres;Total;9666
Pais_vasco;2018;Hombres;Total;9419
Pais_vasco;2017;Hombres;Total;9039
Pais_vasco;2016;Hombres;Total;8828
Pais_vasco;2015;Hombres;Total;6679
Pais_vasco;2014;Hombres;Total;7015
Pais_vasco;2013;Hombres;Total;7565
Pais_vasco;2019;Hombres;18_20_anios;870
Pais_vasco;2018;Hombres;18_20_anios;856
Pais_vasco;2017;Hombres;18_20_anios;811
Pais_vasco;2016;Hombres;18_20_anios;759
Pais_vasco;2015;Hombres;18_20_anios;536
Pais_vasco;2014;Hombres;18_20_anios;552
Pais_vasco;2013;Hombres;18_20_anios;618
Pais_vasco;2019;Hombres;21_25_anios;1328
Pais_vasco;2018;Hombres;21_25_anios;1268
Pais_vasco;2017;Hombres;21_25_anios;1258
Pais_vasco;2016;Hombres;21_25_anios;1199
Pais_vasco;2015;Hombres;21_25_anios;919
Pais_vasco;2014;Hombres;21_25_anios;1008
Pais_vasco;2013;Hombres;21_25_anios;1102
Pais_vasco;2019;Hombres;26_30_anios;1289
Pais_vasco;2018;Hombres;26_30_anios;1231
Pais_vasco;2017;Hombres;26_30_anios;1220
Pais_vasco;2016;Hombres;26_30_anios;1185
Pais_vasco;2015;Hombres;26_30_anios;965
Pais_vasco;2014;Hombres;26_30_anios;1020
Pais_vasco;2013;Hombres;26_30_anios;1131
Pais_vasco;2019;Hombres;31_35_anios;1274
Pais_vasco;2018;Hombres;31_35_anios;1271
Pais_vasco;2017;Hombres;31_35_anios;1189
Pais_vasco;2016;Hombres;31_35_anios;1235
Pais_vasco;2015;Hombres;31_35_anios;944
Pais_vasco;2014;Hombres;31_35_anios;1096
Pais_vasco;2013;Hombres;31_35_anios;1166
Pais_vasco;2019;Hombres;36_40_anios;1288
Pais_vasco;2018;Hombres;36_40_anios;1306
Pais_vasco;2017;Hombres;36_40_anios;1271
Pais_vasco;2016;Hombres;36_40_anios;1270
Pais_vasco;2015;Hombres;36_40_anios;1024
Pais_vasco;2014;Hombres;36_40_anios;983
Pais_vasco;2013;Hombres;36_40_anios;1083
Pais_vasco;2019;Hombres;41_50_anios;2089
Pais_vasco;2018;Hombres;41_50_anios;2076
Pais_vasco;2017;Hombres;41_50_anios;1920
Pais_vasco;2016;Hombres;41_50_anios;1936
Pais_vasco;2015;Hombres;41_50_anios;1433
Pais_vasco;2014;Hombres;41_50_anios;1518
Pais_vasco;2013;Hombres;41_50_anios;1546
Pais_vasco;2019;Hombres;51_60_anios;1099
Pais_vasco;2018;Hombres;51_60_anios;995
Pais_vasco;2017;Hombres;51_60_anios;953
Pais_vasco;2016;Hombres;51_60_anios;884
Pais_vasco;2015;Hombres;51_60_anios;625
Pais_vasco;2014;Hombres;51_60_anios;626
Pais_vasco;2013;Hombres;51_60_anios;678
Pais_vasco;2019;Hombres;61_70_anios;323
Pais_vasco;2018;Hombres;61_70_anios;294
Pais_vasco;2017;Hombres;61_70_anios;321
Pais_vasco;2016;Hombres;61_70_anios;271
Pais_vasco;2015;Hombres;61_70_anios;177
Pais_vasco;2014;Hombres;61_70_anios;169
Pais_vasco;2013;Hombres;61_70_anios;184
Pais_vasco;2019;Hombres;mayor_70_anios;106
Pais_vasco;2018;Hombres;mayor_70_anios;122
Pais_vasco;2017;Hombres;mayor_70_anios;96
Pais_vasco;2016;Hombres;mayor_70_anios;89
Pais_vasco;2015;Hombres;mayor_70_anios;56
Pais_vasco;2014;Hombres;mayor_70_anios;43
Pais_vasco;2013;Hombres;mayor_70_anios;57
Pais_vasco;2019;Mujeres;Total;2450
Pais_vasco;2018;Mujeres;Total;2527
Pais_vasco;2017;Mujeres;Total;2533
Pais_vasco;2016;Mujeres;Total;2380
Pais_vasco;2015;Mujeres;Total;1264
Pais_vasco;2014;Mujeres;Total;1026
Pais_vasco;2013;Mujeres;Total;946
Pais_vasco;2019;Mujeres;18_20_anios;220
Pais_vasco;2018;Mujeres;18_20_anios;257
Pais_vasco;2017;Mujeres;18_20_anios;254
Pais_vasco;2016;Mujeres;18_20_anios;207
Pais_vasco;2015;Mujeres;18_20_anios;98
Pais_vasco;2014;Mujeres;18_20_anios;83
Pais_vasco;2013;Mujeres;18_20_anios;69
Pais_vasco;2019;Mujeres;21_25_anios;316
Pais_vasco;2018;Mujeres;21_25_anios;330
Pais_vasco;2017;Mujeres;21_25_anios;346
Pais_vasco;2016;Mujeres;21_25_anios;343
Pais_vasco;2015;Mujeres;21_25_anios;181
Pais_vasco;2014;Mujeres;21_25_anios;150
Pais_vasco;2013;Mujeres;21_25_anios;132
Pais_vasco;2019;Mujeres;26_30_anios;291
Pais_vasco;2018;Mujeres;26_30_anios;300
Pais_vasco;2017;Mujeres;26_30_anios;343
Pais_vasco;2016;Mujeres;26_30_anios;313
Pais_vasco;2015;Mujeres;26_30_anios;198
Pais_vasco;2014;Mujeres;26_30_anios;165
Pais_vasco;2013;Mujeres;26_30_anios;164
Pais_vasco;2019;Mujeres;31_35_anios;283
Pais_vasco;2018;Mujeres;31_35_anios;318
Pais_vasco;2017;Mujeres;31_35_anios;329
Pais_vasco;2016;Mujeres;31_35_anios;315
Pais_vasco;2015;Mujeres;31_35_anios;184
Pais_vasco;2014;Mujeres;31_35_anios;159
Pais_vasco;2013;Mujeres;31_35_anios;157
Pais_vasco;2019;Mujeres;36_40_anios;356
Pais_vasco;2018;Mujeres;36_40_anios;364
Pais_vasco;2017;Mujeres;36_40_anios;311
Pais_vasco;2016;Mujeres;36_40_anios;325
Pais_vasco;2015;Mujeres;36_40_anios;165
Pais_vasco;2014;Mujeres;36_40_anios;167
Pais_vasco;2013;Mujeres;36_40_anios;135
Pais_vasco;2019;Mujeres;41_50_anios;542
Pais_vasco;2018;Mujeres;41_50_anios;537
Pais_vasco;2017;Mujeres;41_50_anios;551
Pais_vasco;2016;Mujeres;41_50_anios;501
Pais_vasco;2015;Mujeres;41_50_anios;282
Pais_vasco;2014;Mujeres;41_50_anios;212
Pais_vasco;2013;Mujeres;41_50_anios;205
Pais_vasco;2019;Mujeres;51_60_anios;277
Pais_vasco;2018;Mujeres;51_60_anios;268
Pais_vasco;2017;Mujeres;51_60_anios;240
Pais_vasco;2016;Mujeres;51_60_anios;248
Pais_vasco;2015;Mujeres;51_60_anios;106
Pais_vasco;2014;Mujeres;51_60_anios;70
Pais_vasco;2013;Mujeres;51_60_anios;68
Pais_vasco;2019;Mujeres;61_70_anios;115
Pais_vasco;2018;Mujeres;61_70_anios;112
Pais_vasco;2017;Mujeres;61_70_anios;107
Pais_vasco;2016;Mujeres;61_70_anios;85
Pais_vasco;2015;Mujeres;61_70_anios;37
Pais_vasco;2014;Mujeres;61_70_anios;17
Pais_vasco;2013;Mujeres;61_70_anios;15
Pais_vasco;2019;Mujeres;mayor_70_anios;50
Pais_vasco;2018;Mujeres;mayor_70_anios;41
Pais_vasco;2017;Mujeres;mayor_70_anios;52
Pais_vasco;2016;Mujeres;mayor_70_anios;43
Pais_vasco;2015;Mujeres;mayor_70_anios;13
Pais_vasco;2014;Mujeres;mayor_70_anios;3
Pais_vasco;2013;Mujeres;mayor_70_anios;1
Rioja;2019;Total;Total;1846
Rioja;2018;Total;Total;1964
Rioja;2017;Total;Total;1858
Rioja;2016;Total;Total;1942
Rioja;2015;Total;Total;1532
Rioja;2014;Total;Total;1508
Rioja;2013;Total;Total;1338
Rioja;2019;Total;18_20_anios;149
Rioja;2018;Total;18_20_anios;156
Rioja;2017;Total;18_20_anios;141
Rioja;2016;Total;18_20_anios;160
Rioja;2015;Total;18_20_anios;132
Rioja;2014;Total;18_20_anios;132
Rioja;2013;Total;18_20_anios;121
Rioja;2019;Total;21_25_anios;251
Rioja;2018;Total;21_25_anios;262
Rioja;2017;Total;21_25_anios;256
Rioja;2016;Total;21_25_anios;305
Rioja;2015;Total;21_25_anios;219
Rioja;2014;Total;21_25_anios;214
Rioja;2013;Total;21_25_anios;211
Rioja;2019;Total;26_30_anios;239
Rioja;2018;Total;26_30_anios;296
Rioja;2017;Total;26_30_anios;236
Rioja;2016;Total;26_30_anios;263
Rioja;2015;Total;26_30_anios;246
Rioja;2014;Total;26_30_anios;220
Rioja;2013;Total;26_30_anios;193
Rioja;2019;Total;31_35_anios;233
Rioja;2018;Total;31_35_anios;267
Rioja;2017;Total;31_35_anios;223
Rioja;2016;Total;31_35_anios;264
Rioja;2015;Total;31_35_anios;242
Rioja;2014;Total;31_35_anios;268
Rioja;2013;Total;31_35_anios;194
Rioja;2019;Total;36_40_anios;263
Rioja;2018;Total;36_40_anios;269
Rioja;2017;Total;36_40_anios;284
Rioja;2016;Total;36_40_anios;263
Rioja;2015;Total;36_40_anios;232
Rioja;2014;Total;36_40_anios;199
Rioja;2013;Total;36_40_anios;194
Rioja;2019;Total;41_50_anios;420
Rioja;2018;Total;41_50_anios;427
Rioja;2017;Total;41_50_anios;442
Rioja;2016;Total;41_50_anios;429
Rioja;2015;Total;41_50_anios;277
Rioja;2014;Total;41_50_anios;308
Rioja;2013;Total;41_50_anios;306
Rioja;2019;Total;51_60_anios;207
Rioja;2018;Total;51_60_anios;196
Rioja;2017;Total;51_60_anios;187
Rioja;2016;Total;51_60_anios;180
Rioja;2015;Total;51_60_anios;139
Rioja;2014;Total;51_60_anios;117
Rioja;2013;Total;51_60_anios;88
Rioja;2019;Total;61_70_anios;62
Rioja;2018;Total;61_70_anios;74
Rioja;2017;Total;61_70_anios;68
Rioja;2016;Total;61_70_anios;57
Rioja;2015;Total;61_70_anios;32
Rioja;2014;Total;61_70_anios;41
Rioja;2013;Total;61_70_anios;26
Rioja;2019;Total;mayor_70_anios;22
Rioja;2018;Total;mayor_70_anios;17
Rioja;2017;Total;mayor_70_anios;21
Rioja;2016;Total;mayor_70_anios;21
Rioja;2015;Total;mayor_70_anios;13
Rioja;2014;Total;mayor_70_anios;9
Rioja;2013;Total;mayor_70_anios;5
Rioja;2019;Hombres;Total;1485
Rioja;2018;Hombres;Total;1576
Rioja;2017;Hombres;Total;1447
Rioja;2016;Hombres;Total;1545
Rioja;2015;Hombres;Total;1282
Rioja;2014;Hombres;Total;1319
Rioja;2013;Hombres;Total;1187
Rioja;2019;Hombres;18_20_anios;113
Rioja;2018;Hombres;18_20_anios;114
Rioja;2017;Hombres;18_20_anios;111
Rioja;2016;Hombres;18_20_anios;126
Rioja;2015;Hombres;18_20_anios;109
Rioja;2014;Hombres;18_20_anios;112
Rioja;2013;Hombres;18_20_anios;105
Rioja;2019;Hombres;21_25_anios;195
Rioja;2018;Hombres;21_25_anios;203
Rioja;2017;Hombres;21_25_anios;205
Rioja;2016;Hombres;21_25_anios;245
Rioja;2015;Hombres;21_25_anios;177
Rioja;2014;Hombres;21_25_anios;184
Rioja;2013;Hombres;21_25_anios;179
Rioja;2019;Hombres;26_30_anios;179
Rioja;2018;Hombres;26_30_anios;244
Rioja;2017;Hombres;26_30_anios;176
Rioja;2016;Hombres;26_30_anios;198
Rioja;2015;Hombres;26_30_anios;205
Rioja;2014;Hombres;26_30_anios;188
Rioja;2013;Hombres;26_30_anios;173
Rioja;2019;Hombres;31_35_anios;194
Rioja;2018;Hombres;31_35_anios;207
Rioja;2017;Hombres;31_35_anios;169
Rioja;2016;Hombres;31_35_anios;209
Rioja;2015;Hombres;31_35_anios;202
Rioja;2014;Hombres;31_35_anios;235
Rioja;2013;Hombres;31_35_anios;170
Rioja;2019;Hombres;36_40_anios;214
Rioja;2018;Hombres;36_40_anios;213
Rioja;2017;Hombres;36_40_anios;227
Rioja;2016;Hombres;36_40_anios;210
Rioja;2015;Hombres;36_40_anios;193
Rioja;2014;Hombres;36_40_anios;170
Rioja;2013;Hombres;36_40_anios;178
Rioja;2019;Hombres;41_50_anios;338
Rioja;2018;Hombres;41_50_anios;354
Rioja;2017;Hombres;41_50_anios;344
Rioja;2016;Hombres;41_50_anios;344
Rioja;2015;Hombres;41_50_anios;240
Rioja;2014;Hombres;41_50_anios;278
Rioja;2013;Hombres;41_50_anios;272
Rioja;2019;Hombres;51_60_anios;179
Rioja;2018;Hombres;51_60_anios;167
Rioja;2017;Hombres;51_60_anios;149
Rioja;2016;Hombres;51_60_anios;146
Rioja;2015;Hombres;51_60_anios;118
Rioja;2014;Hombres;51_60_anios;107
Rioja;2013;Hombres;51_60_anios;82
Rioja;2019;Hombres;61_70_anios;55
Rioja;2018;Hombres;61_70_anios;60
Rioja;2017;Hombres;61_70_anios;48
Rioja;2016;Hombres;61_70_anios;49
Rioja;2015;Hombres;61_70_anios;28
Rioja;2014;Hombres;61_70_anios;37
Rioja;2013;Hombres;61_70_anios;23
Rioja;2019;Hombres;mayor_70_anios;18
Rioja;2018;Hombres;mayor_70_anios;14
Rioja;2017;Hombres;mayor_70_anios;18
Rioja;2016;Hombres;mayor_70_anios;18
Rioja;2015;Hombres;mayor_70_anios;10
Rioja;2014;Hombres;mayor_70_anios;8
Rioja;2013;Hombres;mayor_70_anios;5
Rioja;2019;Mujeres;Total;361
Rioja;2018;Mujeres;Total;388
Rioja;2017;Mujeres;Total;411
Rioja;2016;Mujeres;Total;397
Rioja;2015;Mujeres;Total;250
Rioja;2014;Mujeres;Total;189
Rioja;2013;Mujeres;Total;151
Rioja;2019;Mujeres;18_20_anios;36
Rioja;2018;Mujeres;18_20_anios;42
Rioja;2017;Mujeres;18_20_anios;30
Rioja;2016;Mujeres;18_20_anios;34
Rioja;2015;Mujeres;18_20_anios;23
Rioja;2014;Mujeres;18_20_anios;20
Rioja;2013;Mujeres;18_20_anios;16
Rioja;2019;Mujeres;21_25_anios;56
Rioja;2018;Mujeres;21_25_anios;59
Rioja;2017;Mujeres;21_25_anios;51
Rioja;2016;Mujeres;21_25_anios;60
Rioja;2015;Mujeres;21_25_anios;42
Rioja;2014;Mujeres;21_25_anios;30
Rioja;2013;Mujeres;21_25_anios;32
Rioja;2019;Mujeres;26_30_anios;60
Rioja;2018;Mujeres;26_30_anios;52
Rioja;2017;Mujeres;26_30_anios;60
Rioja;2016;Mujeres;26_30_anios;65
Rioja;2015;Mujeres;26_30_anios;41
Rioja;2014;Mujeres;26_30_anios;32
Rioja;2013;Mujeres;26_30_anios;20
Rioja;2019;Mujeres;31_35_anios;39
Rioja;2018;Mujeres;31_35_anios;60
Rioja;2017;Mujeres;31_35_anios;54
Rioja;2016;Mujeres;31_35_anios;55
Rioja;2015;Mujeres;31_35_anios;40
Rioja;2014;Mujeres;31_35_anios;33
Rioja;2013;Mujeres;31_35_anios;24
Rioja;2019;Mujeres;36_40_anios;49
Rioja;2018;Mujeres;36_40_anios;56
Rioja;2017;Mujeres;36_40_anios;57
Rioja;2016;Mujeres;36_40_anios;53
Rioja;2015;Mujeres;36_40_anios;39
Rioja;2014;Mujeres;36_40_anios;29
Rioja;2013;Mujeres;36_40_anios;16
Rioja;2019;Mujeres;41_50_anios;82
Rioja;2018;Mujeres;41_50_anios;73
Rioja;2017;Mujeres;41_50_anios;98
Rioja;2016;Mujeres;41_50_anios;85
Rioja;2015;Mujeres;41_50_anios;37
Rioja;2014;Mujeres;41_50_anios;30
Rioja;2013;Mujeres;41_50_anios;34
Rioja;2019;Mujeres;51_60_anios;28
Rioja;2018;Mujeres;51_60_anios;29
Rioja;2017;Mujeres;51_60_anios;38
Rioja;2016;Mujeres;51_60_anios;34
Rioja;2015;Mujeres;51_60_anios;21
Rioja;2014;Mujeres;51_60_anios;10
Rioja;2013;Mujeres;51_60_anios;6
Rioja;2019;Mujeres;61_70_anios;7
Rioja;2018;Mujeres;61_70_anios;14
Rioja;2017;Mujeres;61_70_anios;20
Rioja;2016;Mujeres;61_70_anios;8
Rioja;2015;Mujeres;61_70_anios;4
Rioja;2014;Mujeres;61_70_anios;4
Rioja;2013;Mujeres;61_70_anios;3
Rioja;2019;Mujeres;mayor_70_anios;4
Rioja;2018;Mujeres;mayor_70_anios;3
Rioja;2017;Mujeres;mayor_70_anios;3
Rioja;2016;Mujeres;mayor_70_anios;3
Rioja;2015;Mujeres;mayor_70_anios;3
Rioja;2014;Mujeres;mayor_70_anios;1
Rioja;2013;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2019;Total;Total;1620
Ceuta_Melilla;2018;Total;Total;1708
Ceuta_Melilla;2017;Total;Total;1636
Ceuta_Melilla;2016;Total;Total;1478
Ceuta_Melilla;2015;Total;Total;1561
Ceuta_Melilla;2014;Total;Total;1705
Ceuta_Melilla;2013;Total;Total;1803
Ceuta_Melilla;2019;Total;18_20_anios;166
Ceuta_Melilla;2018;Total;18_20_anios;243
Ceuta_Melilla;2017;Total;18_20_anios;210
Ceuta_Melilla;2016;Total;18_20_anios;189
Ceuta_Melilla;2015;Total;18_20_anios;182
Ceuta_Melilla;2014;Total;18_20_anios;185
Ceuta_Melilla;2013;Total;18_20_anios;194
Ceuta_Melilla;2019;Total;21_25_anios;349
Ceuta_Melilla;2018;Total;21_25_anios;330
Ceuta_Melilla;2017;Total;21_25_anios;321
Ceuta_Melilla;2016;Total;21_25_anios;307
Ceuta_Melilla;2015;Total;21_25_anios;313
Ceuta_Melilla;2014;Total;21_25_anios;320
Ceuta_Melilla;2013;Total;21_25_anios;331
Ceuta_Melilla;2019;Total;26_30_anios;288
Ceuta_Melilla;2018;Total;26_30_anios;312
Ceuta_Melilla;2017;Total;26_30_anios;297
Ceuta_Melilla;2016;Total;26_30_anios;275
Ceuta_Melilla;2015;Total;26_30_anios;284
Ceuta_Melilla;2014;Total;26_30_anios;344
Ceuta_Melilla;2013;Total;26_30_anios;351
Ceuta_Melilla;2019;Total;31_35_anios;240
Ceuta_Melilla;2018;Total;31_35_anios;250
Ceuta_Melilla;2017;Total;31_35_anios;235
Ceuta_Melilla;2016;Total;31_35_anios;207
Ceuta_Melilla;2015;Total;31_35_anios;240
Ceuta_Melilla;2014;Total;31_35_anios;269
Ceuta_Melilla;2013;Total;31_35_anios;326
Ceuta_Melilla;2019;Total;36_40_anios;190
Ceuta_Melilla;2018;Total;36_40_anios;191
Ceuta_Melilla;2017;Total;36_40_anios;175
Ceuta_Melilla;2016;Total;36_40_anios;146
Ceuta_Melilla;2015;Total;36_40_anios;190
Ceuta_Melilla;2014;Total;36_40_anios;212
Ceuta_Melilla;2013;Total;36_40_anios;215
Ceuta_Melilla;2019;Total;41_50_anios;243
Ceuta_Melilla;2018;Total;41_50_anios;245
Ceuta_Melilla;2017;Total;41_50_anios;245
Ceuta_Melilla;2016;Total;41_50_anios;228
Ceuta_Melilla;2015;Total;41_50_anios;211
Ceuta_Melilla;2014;Total;41_50_anios;237
Ceuta_Melilla;2013;Total;41_50_anios;268
Ceuta_Melilla;2019;Total;51_60_anios;112
Ceuta_Melilla;2018;Total;51_60_anios;103
Ceuta_Melilla;2017;Total;51_60_anios;128
Ceuta_Melilla;2016;Total;51_60_anios;94
Ceuta_Melilla;2015;Total;51_60_anios;99
Ceuta_Melilla;2014;Total;51_60_anios;113
Ceuta_Melilla;2013;Total;51_60_anios;92
Ceuta_Melilla;2019;Total;61_70_anios;28
Ceuta_Melilla;2018;Total;61_70_anios;27
Ceuta_Melilla;2017;Total;61_70_anios;24
Ceuta_Melilla;2016;Total;61_70_anios;28
Ceuta_Melilla;2015;Total;61_70_anios;38
Ceuta_Melilla;2014;Total;61_70_anios;21
Ceuta_Melilla;2013;Total;61_70_anios;23
Ceuta_Melilla;2019;Total;mayor_70_anios;4
Ceuta_Melilla;2018;Total;mayor_70_anios;7
Ceuta_Melilla;2017;Total;mayor_70_anios;1
Ceuta_Melilla;2016;Total;mayor_70_anios;4
Ceuta_Melilla;2015;Total;mayor_70_anios;4
Ceuta_Melilla;2014;Total;mayor_70_anios;4
Ceuta_Melilla;2013;Total;mayor_70_anios;3
Ceuta_Melilla;2019;Hombres;Total;1297
Ceuta_Melilla;2018;Hombres;Total;1381
Ceuta_Melilla;2017;Hombres;Total;1347
Ceuta_Melilla;2016;Hombres;Total;1215
Ceuta_Melilla;2015;Hombres;Total;1326
Ceuta_Melilla;2014;Hombres;Total;1484
Ceuta_Melilla;2013;Hombres;Total;1582
Ceuta_Melilla;2019;Hombres;18_20_anios;149
Ceuta_Melilla;2018;Hombres;18_20_anios;205
Ceuta_Melilla;2017;Hombres;18_20_anios;172
Ceuta_Melilla;2016;Hombres;18_20_anios;167
Ceuta_Melilla;2015;Hombres;18_20_anios;168
Ceuta_Melilla;2014;Hombres;18_20_anios;162
Ceuta_Melilla;2013;Hombres;18_20_anios;158
Ceuta_Melilla;2019;Hombres;21_25_anios;271
Ceuta_Melilla;2018;Hombres;21_25_anios;272
Ceuta_Melilla;2017;Hombres;21_25_anios;266
Ceuta_Melilla;2016;Hombres;21_25_anios;246
Ceuta_Melilla;2015;Hombres;21_25_anios;270
Ceuta_Melilla;2014;Hombres;21_25_anios;277
Ceuta_Melilla;2013;Hombres;21_25_anios;277
Ceuta_Melilla;2019;Hombres;26_30_anios;238
Ceuta_Melilla;2018;Hombres;26_30_anios;247
Ceuta_Melilla;2017;Hombres;26_30_anios;251
Ceuta_Melilla;2016;Hombres;26_30_anios;214
Ceuta_Melilla;2015;Hombres;26_30_anios;230
Ceuta_Melilla;2014;Hombres;26_30_anios;296
Ceuta_Melilla;2013;Hombres;26_30_anios;309
Ceuta_Melilla;2019;Hombres;31_35_anios;187
Ceuta_Melilla;2018;Hombres;31_35_anios;196
Ceuta_Melilla;2017;Hombres;31_35_anios;194
Ceuta_Melilla;2016;Hombres;31_35_anios;170
Ceuta_Melilla;2015;Hombres;31_35_anios;200
Ceuta_Melilla;2014;Hombres;31_35_anios;242
Ceuta_Melilla;2013;Hombres;31_35_anios;293
Ceuta_Melilla;2019;Hombres;36_40_anios;144
Ceuta_Melilla;2018;Hombres;36_40_anios;147
Ceuta_Melilla;2017;Hombres;36_40_anios;146
Ceuta_Melilla;2016;Hombres;36_40_anios;117
Ceuta_Melilla;2015;Hombres;36_40_anios;166
Ceuta_Melilla;2014;Hombres;36_40_anios;183
Ceuta_Melilla;2013;Hombres;36_40_anios;198
Ceuta_Melilla;2019;Hombres;41_50_anios;188
Ceuta_Melilla;2018;Hombres;41_50_anios;202
Ceuta_Melilla;2017;Hombres;41_50_anios;191
Ceuta_Melilla;2016;Hombres;41_50_anios;192
Ceuta_Melilla;2015;Hombres;41_50_anios;174
Ceuta_Melilla;2014;Hombres;41_50_anios;205
Ceuta_Melilla;2013;Hombres;41_50_anios;238
Ceuta_Melilla;2019;Hombres;51_60_anios;98
Ceuta_Melilla;2018;Hombres;51_60_anios;82
Ceuta_Melilla;2017;Hombres;51_60_anios;103
Ceuta_Melilla;2016;Hombres;51_60_anios;81
Ceuta_Melilla;2015;Hombres;51_60_anios;80
Ceuta_Melilla;2014;Hombres;51_60_anios;96
Ceuta_Melilla;2013;Hombres;51_60_anios;86
Ceuta_Melilla;2019;Hombres;61_70_anios;21
Ceuta_Melilla;2018;Hombres;61_70_anios;24
Ceuta_Melilla;2017;Hombres;61_70_anios;23
Ceuta_Melilla;2016;Hombres;61_70_anios;24
Ceuta_Melilla;2015;Hombres;61_70_anios;35
Ceuta_Melilla;2014;Hombres;61_70_anios;19
Ceuta_Melilla;2013;Hombres;61_70_anios;20
Ceuta_Melilla;2019;Hombres;mayor_70_anios;1
Ceuta_Melilla;2018;Hombres;mayor_70_anios;6
Ceuta_Melilla;2017;Hombres;mayor_70_anios;1
Ceuta_Melilla;2016;Hombres;mayor_70_anios;4
Ceuta_Melilla;2015;Hombres;mayor_70_anios;3
Ceuta_Melilla;2014;Hombres;mayor_70_anios;4
Ceuta_Melilla;2013;Hombres;mayor_70_anios;3
Ceuta_Melilla;2019;Mujeres;Total;323
Ceuta_Melilla;2018;Mujeres;Total;327
Ceuta_Melilla;2017;Mujeres;Total;289
Ceuta_Melilla;2016;Mujeres;Total;263
Ceuta_Melilla;2015;Mujeres;Total;235
Ceuta_Melilla;2014;Mujeres;Total;221
Ceuta_Melilla;2013;Mujeres;Total;221
Ceuta_Melilla;2019;Mujeres;18_20_anios;17
Ceuta_Melilla;2018;Mujeres;18_20_anios;38
Ceuta_Melilla;2017;Mujeres;18_20_anios;38
Ceuta_Melilla;2016;Mujeres;18_20_anios;22
Ceuta_Melilla;2015;Mujeres;18_20_anios;14
Ceuta_Melilla;2014;Mujeres;18_20_anios;23
Ceuta_Melilla;2013;Mujeres;18_20_anios;36
Ceuta_Melilla;2019;Mujeres;21_25_anios;78
Ceuta_Melilla;2018;Mujeres;21_25_anios;58
Ceuta_Melilla;2017;Mujeres;21_25_anios;55
Ceuta_Melilla;2016;Mujeres;21_25_anios;61
Ceuta_Melilla;2015;Mujeres;21_25_anios;43
Ceuta_Melilla;2014;Mujeres;21_25_anios;43
Ceuta_Melilla;2013;Mujeres;21_25_anios;54
Ceuta_Melilla;2019;Mujeres;26_30_anios;50
Ceuta_Melilla;2018;Mujeres;26_30_anios;65
Ceuta_Melilla;2017;Mujeres;26_30_anios;46
Ceuta_Melilla;2016;Mujeres;26_30_anios;61
Ceuta_Melilla;2015;Mujeres;26_30_anios;54
Ceuta_Melilla;2014;Mujeres;26_30_anios;48
