Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
07 Castilla y León;Hombres;De 21 a 25 años;2018;1.132
07 Castilla y León;Hombres;De 21 a 25 años;2017;1.194
07 Castilla y León;Hombres;De 21 a 25 años;2016;1.152
07 Castilla y León;Hombres;De 21 a 25 años;2015;1.102
07 Castilla y León;Hombres;De 21 a 25 años;2014;1.145
07 Castilla y León;Hombres;De 21 a 25 años;2013;1.253
07 Castilla y León;Hombres;De 26 a 30 años;2019;1.152
07 Castilla y León;Hombres;De 26 a 30 años;2018;1.075
07 Castilla y León;Hombres;De 26 a 30 años;2017;1.127
07 Castilla y León;Hombres;De 26 a 30 años;2016;1.137
07 Castilla y León;Hombres;De 26 a 30 años;2015;1.045
07 Castilla y León;Hombres;De 26 a 30 años;2014;1.114
07 Castilla y León;Hombres;De 26 a 30 años;2013;1.247
07 Castilla y León;Hombres;De 31 a 35 años;2019;1.163
07 Castilla y León;Hombres;De 31 a 35 años;2018;1.150
07 Castilla y León;Hombres;De 31 a 35 años;2017;1.158
07 Castilla y León;Hombres;De 31 a 35 años;2016;1.172
07 Castilla y León;Hombres;De 31 a 35 años;2015;1.085
07 Castilla y León;Hombres;De 31 a 35 años;2014;1.141
07 Castilla y León;Hombres;De 31 a 35 años;2013;1.224
07 Castilla y León;Hombres;De 36 a 40 años;2019;1.152
07 Castilla y León;Hombres;De 36 a 40 años;2018;1.170
07 Castilla y León;Hombres;De 36 a 40 años;2017;1.222
07 Castilla y León;Hombres;De 36 a 40 años;2016;1.162
07 Castilla y León;Hombres;De 36 a 40 años;2015;1.064
07 Castilla y León;Hombres;De 36 a 40 años;2014;1.090
07 Castilla y León;Hombres;De 36 a 40 años;2013;1.200
07 Castilla y León;Hombres;De 41 a 50 años;2019;2.052
07 Castilla y León;Hombres;De 41 a 50 años;2018;2.106
07 Castilla y León;Hombres;De 41 a 50 años;2017;1.996
07 Castilla y León;Hombres;De 41 a 50 años;2016;1.908
07 Castilla y León;Hombres;De 41 a 50 años;2015;1.693
07 Castilla y León;Hombres;De 41 a 50 años;2014;1.706
07 Castilla y León;Hombres;De 41 a 50 años;2013;1.826
07 Castilla y León;Hombres;De 51 a 60 años;2019;1.183
07 Castilla y León;Hombres;De 51 a 60 años;2018;1.119
07 Castilla y León;Hombres;De 51 a 60 años;2017;1.111
07 Castilla y León;Hombres;De 51 a 60 años;2016;905
07 Castilla y León;Hombres;De 51 a 60 años;2015;835
07 Castilla y León;Hombres;De 51 a 60 años;2014;778
07 Castilla y León;Hombres;De 51 a 60 años;2013;818
07 Castilla y León;Hombres;De 61 a 70 años;2019;450
07 Castilla y León;Hombres;De 61 a 70 años;2018;445
07 Castilla y León;Hombres;De 61 a 70 años;2017;445
07 Castilla y León;Hombres;De 61 a 70 años;2016;388
07 Castilla y León;Hombres;De 61 a 70 años;2015;272
07 Castilla y León;Hombres;De 61 a 70 años;2014;235
07 Castilla y León;Hombres;De 61 a 70 años;2013;258
07 Castilla y León;Hombres;71 y más años;2019;151
07 Castilla y León;Hombres;71 y más años;2018;154
07 Castilla y León;Hombres;71 y más años;2017;175
07 Castilla y León;Hombres;71 y más años;2016;132
07 Castilla y León;Hombres;71 y más años;2015;81
07 Castilla y León;Hombres;71 y más años;2014;75
07 Castilla y León;Hombres;71 y más años;2013;74
07 Castilla y León;Mujeres;Total ;2019;2.353
07 Castilla y León;Mujeres;Total ;2018;2.427
07 Castilla y León;Mujeres;Total ;2017;2.323
07 Castilla y León;Mujeres;Total ;2016;1.923
07 Castilla y León;Mujeres;Total ;2015;1.228
07 Castilla y León;Mujeres;Total ;2014;1.091
07 Castilla y León;Mujeres;Total ;2013;1.054
07 Castilla y León;Mujeres;De 18 a 20 años;2019;181
07 Castilla y León;Mujeres;De 18 a 20 años;2018;203
07 Castilla y León;Mujeres;De 18 a 20 años;2017;229
07 Castilla y León;Mujeres;De 18 a 20 años;2016;187
07 Castilla y León;Mujeres;De 18 a 20 años;2015;116
07 Castilla y León;Mujeres;De 18 a 20 años;2014;91
07 Castilla y León;Mujeres;De 18 a 20 años;2013;82
07 Castilla y León;Mujeres;De 21 a 25 años;2019;305
07 Castilla y León;Mujeres;De 21 a 25 años;2018;371
07 Castilla y León;Mujeres;De 21 a 25 años;2017;340
07 Castilla y León;Mujeres;De 21 a 25 años;2016;283
07 Castilla y León;Mujeres;De 21 a 25 años;2015;204
07 Castilla y León;Mujeres;De 21 a 25 años;2014;179
07 Castilla y León;Mujeres;De 21 a 25 años;2013;184
07 Castilla y León;Mujeres;De 26 a 30 años;2019;317
07 Castilla y León;Mujeres;De 26 a 30 años;2018;312
07 Castilla y León;Mujeres;De 26 a 30 años;2017;329
07 Castilla y León;Mujeres;De 26 a 30 años;2016;260
07 Castilla y León;Mujeres;De 26 a 30 años;2015;181
07 Castilla y León;Mujeres;De 26 a 30 años;2014;163
07 Castilla y León;Mujeres;De 26 a 30 años;2013;177
07 Castilla y León;Mujeres;De 31 a 35 años;2019;290
07 Castilla y León;Mujeres;De 31 a 35 años;2018;325
07 Castilla y León;Mujeres;De 31 a 35 años;2017;293
07 Castilla y León;Mujeres;De 31 a 35 años;2016;243
07 Castilla y León;Mujeres;De 31 a 35 años;2015;190
07 Castilla y León;Mujeres;De 31 a 35 años;2014;179
07 Castilla y León;Mujeres;De 31 a 35 años;2013;152
07 Castilla y León;Mujeres;De 36 a 40 años;2019;324
07 Castilla y León;Mujeres;De 36 a 40 años;2018;318
07 Castilla y León;Mujeres;De 36 a 40 años;2017;298
07 Castilla y León;Mujeres;De 36 a 40 años;2016;259
07 Castilla y León;Mujeres;De 36 a 40 años;2015;185
07 Castilla y León;Mujeres;De 36 a 40 años;2014;156
07 Castilla y León;Mujeres;De 36 a 40 años;2013;164
07 Castilla y León;Mujeres;De 41 a 50 años;2019;499
07 Castilla y León;Mujeres;De 41 a 50 años;2018;533
07 Castilla y León;Mujeres;De 41 a 50 años;2017;467
07 Castilla y León;Mujeres;De 41 a 50 años;2016;384
07 Castilla y León;Mujeres;De 41 a 50 años;2015;233
07 Castilla y León;Mujeres;De 41 a 50 años;2014;218
07 Castilla y León;Mujeres;De 41 a 50 años;2013;219
07 Castilla y León;Mujeres;De 51 a 60 años;2019;279
07 Castilla y León;Mujeres;De 51 a 60 años;2018;235
07 Castilla y León;Mujeres;De 51 a 60 años;2017;222
07 Castilla y León;Mujeres;De 51 a 60 años;2016;203
07 Castilla y León;Mujeres;De 51 a 60 años;2015;88
07 Castilla y León;Mujeres;De 51 a 60 años;2014;85
07 Castilla y León;Mujeres;De 51 a 60 años;2013;59
07 Castilla y León;Mujeres;De 61 a 70 años;2019;101
07 Castilla y León;Mujeres;De 61 a 70 años;2018;90
07 Castilla y León;Mujeres;De 61 a 70 años;2017;97
07 Castilla y León;Mujeres;De 61 a 70 años;2016;62
07 Castilla y León;Mujeres;De 61 a 70 años;2015;22
07 Castilla y León;Mujeres;De 61 a 70 años;2014;17
07 Castilla y León;Mujeres;De 61 a 70 años;2013;13
07 Castilla y León;Mujeres;71 y más años;2019;57
07 Castilla y León;Mujeres;71 y más años;2018;40
07 Castilla y León;Mujeres;71 y más años;2017;48
07 Castilla y León;Mujeres;71 y más años;2016;42
07 Castilla y León;Mujeres;71 y más años;2015;9
07 Castilla y León;Mujeres;71 y más años;2014;3
07 Castilla y León;Mujeres;71 y más años;2013;4
08 Castilla - La Mancha;Total;Total ;2019;9.464
08 Castilla - La Mancha;Total;Total ;2018;9.280
08 Castilla - La Mancha;Total;Total ;2017;9.153
08 Castilla - La Mancha;Total;Total ;2016;8.679
08 Castilla - La Mancha;Total;Total ;2015;8.224
08 Castilla - La Mancha;Total;Total ;2014;8.399
08 Castilla - La Mancha;Total;Total ;2013;8.344
08 Castilla - La Mancha;Total;De 18 a 20 años;2019;723
08 Castilla - La Mancha;Total;De 18 a 20 años;2018;770
08 Castilla - La Mancha;Total;De 18 a 20 años;2017;788
08 Castilla - La Mancha;Total;De 18 a 20 años;2016;752
08 Castilla - La Mancha;Total;De 18 a 20 años;2015;741
08 Castilla - La Mancha;Total;De 18 a 20 años;2014;786
08 Castilla - La Mancha;Total;De 18 a 20 años;2013;721
08 Castilla - La Mancha;Total;De 21 a 25 años;2019;1.358
08 Castilla - La Mancha;Total;De 21 a 25 años;2018;1.354
08 Castilla - La Mancha;Total;De 21 a 25 años;2017;1.408
08 Castilla - La Mancha;Total;De 21 a 25 años;2016;1.309
08 Castilla - La Mancha;Total;De 21 a 25 años;2015;1.295
08 Castilla - La Mancha;Total;De 21 a 25 años;2014;1.317
08 Castilla - La Mancha;Total;De 21 a 25 años;2013;1.324
08 Castilla - La Mancha;Total;De 26 a 30 años;2019;1.333
08 Castilla - La Mancha;Total;De 26 a 30 años;2018;1.351
08 Castilla - La Mancha;Total;De 26 a 30 años;2017;1.275
08 Castilla - La Mancha;Total;De 26 a 30 años;2016;1.266
08 Castilla - La Mancha;Total;De 26 a 30 años;2015;1.242
08 Castilla - La Mancha;Total;De 26 a 30 años;2014;1.227
08 Castilla - La Mancha;Total;De 26 a 30 años;2013;1.279
08 Castilla - La Mancha;Total;De 31 a 35 años;2019;1.259
08 Castilla - La Mancha;Total;De 31 a 35 años;2018;1.267
08 Castilla - La Mancha;Total;De 31 a 35 años;2017;1.293
08 Castilla - La Mancha;Total;De 31 a 35 años;2016;1.230
08 Castilla - La Mancha;Total;De 31 a 35 años;2015;1.264
08 Castilla - La Mancha;Total;De 31 a 35 años;2014;1.307
08 Castilla - La Mancha;Total;De 31 a 35 años;2013;1.302
08 Castilla - La Mancha;Total;De 36 a 40 años;2019;1.313
08 Castilla - La Mancha;Total;De 36 a 40 años;2018;1.243
08 Castilla - La Mancha;Total;De 36 a 40 años;2017;1.275
08 Castilla - La Mancha;Total;De 36 a 40 años;2016;1.235
08 Castilla - La Mancha;Total;De 36 a 40 años;2015;1.097
08 Castilla - La Mancha;Total;De 36 a 40 años;2014;1.194
08 Castilla - La Mancha;Total;De 36 a 40 años;2013;1.182
08 Castilla - La Mancha;Total;De 41 a 50 años;2019;2.024
08 Castilla - La Mancha;Total;De 41 a 50 años;2018;1.952
08 Castilla - La Mancha;Total;De 41 a 50 años;2017;1.899
08 Castilla - La Mancha;Total;De 41 a 50 años;2016;1.798
08 Castilla - La Mancha;Total;De 41 a 50 años;2015;1.620
08 Castilla - La Mancha;Total;De 41 a 50 años;2014;1.647
08 Castilla - La Mancha;Total;De 41 a 50 años;2013;1.697
08 Castilla - La Mancha;Total;De 51 a 60 años;2019;1.044
08 Castilla - La Mancha;Total;De 51 a 60 años;2018;945
08 Castilla - La Mancha;Total;De 51 a 60 años;2017;843
08 Castilla - La Mancha;Total;De 51 a 60 años;2016;785
08 Castilla - La Mancha;Total;De 51 a 60 años;2015;723
08 Castilla - La Mancha;Total;De 51 a 60 años;2014;674
08 Castilla - La Mancha;Total;De 51 a 60 años;2013;639
08 Castilla - La Mancha;Total;De 61 a 70 años;2019;301
08 Castilla - La Mancha;Total;De 61 a 70 años;2018;292
08 Castilla - La Mancha;Total;De 61 a 70 años;2017;278
08 Castilla - La Mancha;Total;De 61 a 70 años;2016;231
08 Castilla - La Mancha;Total;De 61 a 70 años;2015;186
08 Castilla - La Mancha;Total;De 61 a 70 años;2014;203
08 Castilla - La Mancha;Total;De 61 a 70 años;2013;165
08 Castilla - La Mancha;Total;71 y más años;2019;109
08 Castilla - La Mancha;Total;71 y más años;2018;106
08 Castilla - La Mancha;Total;71 y más años;2017;94
08 Castilla - La Mancha;Total;71 y más años;2016;73
08 Castilla - La Mancha;Total;71 y más años;2015;56
08 Castilla - La Mancha;Total;71 y más años;2014;44
08 Castilla - La Mancha;Total;71 y más años;2013;35
08 Castilla - La Mancha;Hombres;Total ;2019;7.850
08 Castilla - La Mancha;Hombres;Total ;2018;7.691
08 Castilla - La Mancha;Hombres;Total ;2017;7.584
08 Castilla - La Mancha;Hombres;Total ;2016;7.430
08 Castilla - La Mancha;Hombres;Total ;2015;7.309
08 Castilla - La Mancha;Hombres;Total ;2014;7.464
08 Castilla - La Mancha;Hombres;Total ;2013;7.566
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2019;580
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2018;617
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2017;608
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2016;626
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2015;669
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2014;705
08 Castilla - La Mancha;Hombres;De 18 a 20 años;2013;655
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2019;1.107
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2018;1.107
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2017;1.145
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2016;1.114
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2015;1.143
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2014;1.162
08 Castilla - La Mancha;Hombres;De 21 a 25 años;2013;1.183
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2019;1.107
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2018;1.112
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2017;1.055
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2016;1.081
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2015;1.084
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2014;1.069
08 Castilla - La Mancha;Hombres;De 26 a 30 años;2013;1.162
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2019;1.023
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2018;1.056
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2017;1.078
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2016;1.052
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2015;1.123
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2014;1.163
08 Castilla - La Mancha;Hombres;De 31 a 35 años;2013;1.177
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2019;1.076
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2018;1.035
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2017;1.063
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2016;1.051
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2015;967
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2014;1.057
08 Castilla - La Mancha;Hombres;De 36 a 40 años;2013;1.069
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2019;1.744
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2018;1.641
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2017;1.607
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2016;1.560
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2015;1.440
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2014;1.463
08 Castilla - La Mancha;Hombres;De 41 a 50 años;2013;1.541
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2019;882
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2018;795
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2017;708
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2016;674
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2015;666
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2014;620
08 Castilla - La Mancha;Hombres;De 51 a 60 años;2013;595
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2019;247
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2018;248
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2017;240
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2016;204
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2015;166
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2014;185
08 Castilla - La Mancha;Hombres;De 61 a 70 años;2013;153
08 Castilla - La Mancha;Hombres;71 y más años;2019;84
08 Castilla - La Mancha;Hombres;71 y más años;2018;80
08 Castilla - La Mancha;Hombres;71 y más años;2017;80
08 Castilla - La Mancha;Hombres;71 y más años;2016;68
08 Castilla - La Mancha;Hombres;71 y más años;2015;51
08 Castilla - La Mancha;Hombres;71 y más años;2014;40
08 Castilla - La Mancha;Hombres;71 y más años;2013;31
08 Castilla - La Mancha;Mujeres;Total ;2019;1.614
08 Castilla - La Mancha;Mujeres;Total ;2018;1.589
08 Castilla - La Mancha;Mujeres;Total ;2017;1.569
08 Castilla - La Mancha;Mujeres;Total ;2016;1.249
08 Castilla - La Mancha;Mujeres;Total ;2015;915
08 Castilla - La Mancha;Mujeres;Total ;2014;935
08 Castilla - La Mancha;Mujeres;Total ;2013;778
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2019;143
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2018;153
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2017;180
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2016;126
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2015;72
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2014;81
08 Castilla - La Mancha;Mujeres;De 18 a 20 años;2013;66
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2019;251
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2018;247
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2017;263
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2016;195
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2015;152
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2014;155
08 Castilla - La Mancha;Mujeres;De 21 a 25 años;2013;141
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2019;226
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2018;239
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2017;220
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2016;185
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2015;158
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2014;158
08 Castilla - La Mancha;Mujeres;De 26 a 30 años;2013;117
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2019;236
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2018;211
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2017;215
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2016;178
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2015;141
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2014;144
08 Castilla - La Mancha;Mujeres;De 31 a 35 años;2013;125
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2019;237
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2018;208
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2017;212
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2016;184
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2015;130
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2014;137
08 Castilla - La Mancha;Mujeres;De 36 a 40 años;2013;113
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2019;280
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2018;311
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2017;292
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2016;238
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2015;180
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2014;184
08 Castilla - La Mancha;Mujeres;De 41 a 50 años;2013;156
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2019;162
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2018;150
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2017;135
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2016;111
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2015;57
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2014;54
08 Castilla - La Mancha;Mujeres;De 51 a 60 años;2013;44
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2019;54
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2018;44
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2017;38
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2016;27
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2015;20
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2014;18
08 Castilla - La Mancha;Mujeres;De 61 a 70 años;2013;12
08 Castilla - La Mancha;Mujeres;71 y más años;2019;25
08 Castilla - La Mancha;Mujeres;71 y más años;2018;26
08 Castilla - La Mancha;Mujeres;71 y más años;2017;14
08 Castilla - La Mancha;Mujeres;71 y más años;2016;5
08 Castilla - La Mancha;Mujeres;71 y más años;2015;5
08 Castilla - La Mancha;Mujeres;71 y más años;2014;4
08 Castilla - La Mancha;Mujeres;71 y más años;2013;4
09 Cataluña;Total;Total ;2019;46.183
09 Cataluña;Total;Total ;2018;44.702
09 Cataluña;Total;Total ;2017;44.720
09 Cataluña;Total;Total ;2016;43.230
09 Cataluña;Total;Total ;2015;34.955
09 Cataluña;Total;Total ;2014;32.840
09 Cataluña;Total;Total ;2013;32.120
09 Cataluña;Total;De 18 a 20 años;2019;4.723
09 Cataluña;Total;De 18 a 20 años;2018;4.286
09 Cataluña;Total;De 18 a 20 años;2017;4.389
09 Cataluña;Total;De 18 a 20 años;2016;4.271
09 Cataluña;Total;De 18 a 20 años;2015;3.281
09 Cataluña;Total;De 18 a 20 años;2014;2.942
09 Cataluña;Total;De 18 a 20 años;2013;2.936
09 Cataluña;Total;De 21 a 25 años;2019;7.156
09 Cataluña;Total;De 21 a 25 años;2018;6.826
09 Cataluña;Total;De 21 a 25 años;2017;6.936
09 Cataluña;Total;De 21 a 25 años;2016;6.796
09 Cataluña;Total;De 21 a 25 años;2015;5.540
09 Cataluña;Total;De 21 a 25 años;2014;5.363
09 Cataluña;Total;De 21 a 25 años;2013;5.140
09 Cataluña;Total;De 26 a 30 años;2019;6.835
09 Cataluña;Total;De 26 a 30 años;2018;6.698
09 Cataluña;Total;De 26 a 30 años;2017;6.547
09 Cataluña;Total;De 26 a 30 años;2016;6.548
09 Cataluña;Total;De 26 a 30 años;2015;5.508
09 Cataluña;Total;De 26 a 30 años;2014;5.403
09 Cataluña;Total;De 26 a 30 años;2013;5.353
09 Cataluña;Total;De 31 a 35 años;2019;6.438
09 Cataluña;Total;De 31 a 35 años;2018;6.556
09 Cataluña;Total;De 31 a 35 años;2017;6.635
09 Cataluña;Total;De 31 a 35 años;2016;6.599
09 Cataluña;Total;De 31 a 35 años;2015;5.590
09 Cataluña;Total;De 31 a 35 años;2014;5.411
09 Cataluña;Total;De 31 a 35 años;2013;5.440
09 Cataluña;Total;De 36 a 40 años;2019;6.455
09 Cataluña;Total;De 36 a 40 años;2018;6.339
09 Cataluña;Total;De 36 a 40 años;2017;6.345
09 Cataluña;Total;De 36 a 40 años;2016;6.001
09 Cataluña;Total;De 36 a 40 años;2015;5.026
09 Cataluña;Total;De 36 a 40 años;2014;4.660
09 Cataluña;Total;De 36 a 40 años;2013;4.544
09 Cataluña;Total;De 41 a 50 años;2019;8.983
09 Cataluña;Total;De 41 a 50 años;2018;8.701
09 Cataluña;Total;De 41 a 50 años;2017;8.632
09 Cataluña;Total;De 41 a 50 años;2016;8.149
09 Cataluña;Total;De 41 a 50 años;2015;6.556
09 Cataluña;Total;De 41 a 50 años;2014;6.047
09 Cataluña;Total;De 41 a 50 años;2013;5.737
09 Cataluña;Total;De 51 a 60 años;2019;3.962
