Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2019;783
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2018;730
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2017;676
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2016;618
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2015;525
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2014;548
15 Navarra, Comunidad Foral de;Total;De 41 a 50 años;2013;557
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2019;311
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2018;317
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2017;335
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2016;304
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2015;237
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2014;205
15 Navarra, Comunidad Foral de;Total;De 51 a 60 años;2013;229
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2019;110
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2018;104
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2017;106
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2016;90
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2015;50
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2014;68
15 Navarra, Comunidad Foral de;Total;De 61 a 70 años;2013;58
15 Navarra, Comunidad Foral de;Total;71 y más años;2019;39
15 Navarra, Comunidad Foral de;Total;71 y más años;2018;31
15 Navarra, Comunidad Foral de;Total;71 y más años;2017;32
15 Navarra, Comunidad Foral de;Total;71 y más años;2016;35
15 Navarra, Comunidad Foral de;Total;71 y más años;2015;16
15 Navarra, Comunidad Foral de;Total;71 y más años;2014;16
15 Navarra, Comunidad Foral de;Total;71 y más años;2013;14
15 Navarra, Comunidad Foral de;Hombres;Total ;2019;2.943
15 Navarra, Comunidad Foral de;Hombres;Total ;2018;2.802
15 Navarra, Comunidad Foral de;Hombres;Total ;2017;2.757
15 Navarra, Comunidad Foral de;Hombres;Total ;2016;2.560
15 Navarra, Comunidad Foral de;Hombres;Total ;2015;2.403
15 Navarra, Comunidad Foral de;Hombres;Total ;2014;2.373
15 Navarra, Comunidad Foral de;Hombres;Total ;2013;2.560
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2019;253
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2018;248
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2017;262
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2016;246
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2015;213
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2014;204
15 Navarra, Comunidad Foral de;Hombres;De 18 a 20 años;2013;231
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2019;434
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2018;467
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2017;438
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2016;385
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2015;376
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2014;394
15 Navarra, Comunidad Foral de;Hombres;De 21 a 25 años;2013;394
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2019;418
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2018;363
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2017;361
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2016;337
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2015;356
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2014;342
15 Navarra, Comunidad Foral de;Hombres;De 26 a 30 años;2013;389
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2019;385
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2018;374
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2017;370
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2016;372
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2015;393
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2014;347
15 Navarra, Comunidad Foral de;Hombres;De 31 a 35 años;2013;411
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2019;441
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2018;394
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2017;377
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2016;363
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2015;349
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2014;364
15 Navarra, Comunidad Foral de;Hombres;De 36 a 40 años;2013;358
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2019;645
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2018;596
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2017;561
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2016;500
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2015;446
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2014;467
15 Navarra, Comunidad Foral de;Hombres;De 41 a 50 años;2013;506
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2019;255
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2018;261
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2017;273
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2016;257
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2015;208
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2014;176
15 Navarra, Comunidad Foral de;Hombres;De 51 a 60 años;2013;203
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2019;80
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2018;78
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2017;90
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2016;73
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2015;47
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2014;65
15 Navarra, Comunidad Foral de;Hombres;De 61 a 70 años;2013;55
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2019;32
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2018;21
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2017;25
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2016;27
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2015;15
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2014;14
15 Navarra, Comunidad Foral de;Hombres;71 y más años;2013;13
15 Navarra, Comunidad Foral de;Mujeres;Total ;2019;640
15 Navarra, Comunidad Foral de;Mujeres;Total ;2018;640
15 Navarra, Comunidad Foral de;Mujeres;Total ;2017;639
15 Navarra, Comunidad Foral de;Mujeres;Total ;2016;585
15 Navarra, Comunidad Foral de;Mujeres;Total ;2015;369
15 Navarra, Comunidad Foral de;Mujeres;Total ;2014;381
15 Navarra, Comunidad Foral de;Mujeres;Total ;2013;280
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2019;62
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2018;55
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2017;62
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2016;52
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2015;28
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2014;32
15 Navarra, Comunidad Foral de;Mujeres;De 18 a 20 años;2013;23
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2019;82
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2018;96
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2017;105
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2016;88
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2015;62
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2014;53
15 Navarra, Comunidad Foral de;Mujeres;De 21 a 25 años;2013;49
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2019;85
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2018;83
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2017;87
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2016;82
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2015;53
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2014;61
15 Navarra, Comunidad Foral de;Mujeres;De 26 a 30 años;2013;45
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2019;83
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2018;85
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2017;89
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2016;93
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2015;58
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2014;61
15 Navarra, Comunidad Foral de;Mujeres;De 31 a 35 años;2013;41
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2019;97
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2018;95
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2017;96
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2016;80
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2015;56
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2014;59
15 Navarra, Comunidad Foral de;Mujeres;De 36 a 40 años;2013;41
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2019;138
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2018;134
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2017;115
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2016;118
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2015;79
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2014;81
15 Navarra, Comunidad Foral de;Mujeres;De 41 a 50 años;2013;51
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2019;56
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2018;56
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2017;62
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2016;47
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2015;29
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2014;29
15 Navarra, Comunidad Foral de;Mujeres;De 51 a 60 años;2013;26
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2019;30
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2018;26
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2017;16
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2016;17
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2015;3
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2014;3
15 Navarra, Comunidad Foral de;Mujeres;De 61 a 70 años;2013;3
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2019;7
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2018;10
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2017;7
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2016;8
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2015;1
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2014;2
15 Navarra, Comunidad Foral de;Mujeres;71 y más años;2013;1
16 País Vasco;Total;Total ;2019;12.116
16 País Vasco;Total;Total ;2018;11.946
16 País Vasco;Total;Total ;2017;11.572
16 País Vasco;Total;Total ;2016;11.208
16 País Vasco;Total;Total ;2015;7.943
16 País Vasco;Total;Total ;2014;8.041
16 País Vasco;Total;Total ;2013;8.511
16 País Vasco;Total;De 18 a 20 años;2019;1.090
16 País Vasco;Total;De 18 a 20 años;2018;1.113
16 País Vasco;Total;De 18 a 20 años;2017;1.065
16 País Vasco;Total;De 18 a 20 años;2016;966
16 País Vasco;Total;De 18 a 20 años;2015;634
16 País Vasco;Total;De 18 a 20 años;2014;635
16 País Vasco;Total;De 18 a 20 años;2013;687
16 País Vasco;Total;De 21 a 25 años;2019;1.644
16 País Vasco;Total;De 21 a 25 años;2018;1.598
16 País Vasco;Total;De 21 a 25 años;2017;1.604
16 País Vasco;Total;De 21 a 25 años;2016;1.542
16 País Vasco;Total;De 21 a 25 años;2015;1.100
16 País Vasco;Total;De 21 a 25 años;2014;1.158
16 País Vasco;Total;De 21 a 25 años;2013;1.234
16 País Vasco;Total;De 26 a 30 años;2019;1.580
16 País Vasco;Total;De 26 a 30 años;2018;1.531
16 País Vasco;Total;De 26 a 30 años;2017;1.563
16 País Vasco;Total;De 26 a 30 años;2016;1.498
16 País Vasco;Total;De 26 a 30 años;2015;1.163
16 País Vasco;Total;De 26 a 30 años;2014;1.185
16 País Vasco;Total;De 26 a 30 años;2013;1.295
16 País Vasco;Total;De 31 a 35 años;2019;1.557
16 País Vasco;Total;De 31 a 35 años;2018;1.589
16 País Vasco;Total;De 31 a 35 años;2017;1.518
16 País Vasco;Total;De 31 a 35 años;2016;1.550
16 País Vasco;Total;De 31 a 35 años;2015;1.128
16 País Vasco;Total;De 31 a 35 años;2014;1.255
16 País Vasco;Total;De 31 a 35 años;2013;1.323
16 País Vasco;Total;De 36 a 40 años;2019;1.644
16 País Vasco;Total;De 36 a 40 años;2018;1.670
16 País Vasco;Total;De 36 a 40 años;2017;1.582
16 País Vasco;Total;De 36 a 40 años;2016;1.595
16 País Vasco;Total;De 36 a 40 años;2015;1.189
16 País Vasco;Total;De 36 a 40 años;2014;1.150
16 País Vasco;Total;De 36 a 40 años;2013;1.218
16 País Vasco;Total;De 41 a 50 años;2019;2.631
16 País Vasco;Total;De 41 a 50 años;2018;2.613
16 País Vasco;Total;De 41 a 50 años;2017;2.471
16 País Vasco;Total;De 41 a 50 años;2016;2.437
16 País Vasco;Total;De 41 a 50 años;2015;1.715
16 País Vasco;Total;De 41 a 50 años;2014;1.730
16 País Vasco;Total;De 41 a 50 años;2013;1.751
16 País Vasco;Total;De 51 a 60 años;2019;1.376
16 País Vasco;Total;De 51 a 60 años;2018;1.263
16 País Vasco;Total;De 51 a 60 años;2017;1.193
16 País Vasco;Total;De 51 a 60 años;2016;1.132
16 País Vasco;Total;De 51 a 60 años;2015;731
16 País Vasco;Total;De 51 a 60 años;2014;696
16 País Vasco;Total;De 51 a 60 años;2013;746
16 País Vasco;Total;De 61 a 70 años;2019;438
16 País Vasco;Total;De 61 a 70 años;2018;406
16 País Vasco;Total;De 61 a 70 años;2017;428
16 País Vasco;Total;De 61 a 70 años;2016;356
16 País Vasco;Total;De 61 a 70 años;2015;214
16 País Vasco;Total;De 61 a 70 años;2014;186
16 País Vasco;Total;De 61 a 70 años;2013;199
16 País Vasco;Total;71 y más años;2019;156
16 País Vasco;Total;71 y más años;2018;163
16 País Vasco;Total;71 y más años;2017;148
16 País Vasco;Total;71 y más años;2016;132
16 País Vasco;Total;71 y más años;2015;69
16 País Vasco;Total;71 y más años;2014;46
16 País Vasco;Total;71 y más años;2013;58
16 País Vasco;Hombres;Total ;2019;9.666
16 País Vasco;Hombres;Total ;2018;9.419
16 País Vasco;Hombres;Total ;2017;9.039
16 País Vasco;Hombres;Total ;2016;8.828
16 País Vasco;Hombres;Total ;2015;6.679
16 País Vasco;Hombres;Total ;2014;7.015
16 País Vasco;Hombres;Total ;2013;7.565
16 País Vasco;Hombres;De 18 a 20 años;2019;870
16 País Vasco;Hombres;De 18 a 20 años;2018;856
16 País Vasco;Hombres;De 18 a 20 años;2017;811
16 País Vasco;Hombres;De 18 a 20 años;2016;759
16 País Vasco;Hombres;De 18 a 20 años;2015;536
16 País Vasco;Hombres;De 18 a 20 años;2014;552
16 País Vasco;Hombres;De 18 a 20 años;2013;618
16 País Vasco;Hombres;De 21 a 25 años;2019;1.328
16 País Vasco;Hombres;De 21 a 25 años;2018;1.268
16 País Vasco;Hombres;De 21 a 25 años;2017;1.258
16 País Vasco;Hombres;De 21 a 25 años;2016;1.199
16 País Vasco;Hombres;De 21 a 25 años;2015;919
16 País Vasco;Hombres;De 21 a 25 años;2014;1.008
16 País Vasco;Hombres;De 21 a 25 años;2013;1.102
16 País Vasco;Hombres;De 26 a 30 años;2019;1.289
16 País Vasco;Hombres;De 26 a 30 años;2018;1.231
16 País Vasco;Hombres;De 26 a 30 años;2017;1.220
16 País Vasco;Hombres;De 26 a 30 años;2016;1.185
16 País Vasco;Hombres;De 26 a 30 años;2015;965
16 País Vasco;Hombres;De 26 a 30 años;2014;1.020
16 País Vasco;Hombres;De 26 a 30 años;2013;1.131
16 País Vasco;Hombres;De 31 a 35 años;2019;1.274
16 País Vasco;Hombres;De 31 a 35 años;2018;1.271
16 País Vasco;Hombres;De 31 a 35 años;2017;1.189
16 País Vasco;Hombres;De 31 a 35 años;2016;1.235
16 País Vasco;Hombres;De 31 a 35 años;2015;944
16 País Vasco;Hombres;De 31 a 35 años;2014;1.096
16 País Vasco;Hombres;De 31 a 35 años;2013;1.166
16 País Vasco;Hombres;De 36 a 40 años;2019;1.288
16 País Vasco;Hombres;De 36 a 40 años;2018;1.306
16 País Vasco;Hombres;De 36 a 40 años;2017;1.271
16 País Vasco;Hombres;De 36 a 40 años;2016;1.270
16 País Vasco;Hombres;De 36 a 40 años;2015;1.024
16 País Vasco;Hombres;De 36 a 40 años;2014;983
16 País Vasco;Hombres;De 36 a 40 años;2013;1.083
16 País Vasco;Hombres;De 41 a 50 años;2019;2.089
16 País Vasco;Hombres;De 41 a 50 años;2018;2.076
16 País Vasco;Hombres;De 41 a 50 años;2017;1.920
16 País Vasco;Hombres;De 41 a 50 años;2016;1.936
16 País Vasco;Hombres;De 41 a 50 años;2015;1.433
16 País Vasco;Hombres;De 41 a 50 años;2014;1.518
16 País Vasco;Hombres;De 41 a 50 años;2013;1.546
16 País Vasco;Hombres;De 51 a 60 años;2019;1.099
16 País Vasco;Hombres;De 51 a 60 años;2018;995
16 País Vasco;Hombres;De 51 a 60 años;2017;953
16 País Vasco;Hombres;De 51 a 60 años;2016;884
16 País Vasco;Hombres;De 51 a 60 años;2015;625
16 País Vasco;Hombres;De 51 a 60 años;2014;626
16 País Vasco;Hombres;De 51 a 60 años;2013;678
16 País Vasco;Hombres;De 61 a 70 años;2019;323
16 País Vasco;Hombres;De 61 a 70 años;2018;294
16 País Vasco;Hombres;De 61 a 70 años;2017;321
16 País Vasco;Hombres;De 61 a 70 años;2016;271
16 País Vasco;Hombres;De 61 a 70 años;2015;177
16 País Vasco;Hombres;De 61 a 70 años;2014;169
16 País Vasco;Hombres;De 61 a 70 años;2013;184
16 País Vasco;Hombres;71 y más años;2019;106
16 País Vasco;Hombres;71 y más años;2018;122
16 País Vasco;Hombres;71 y más años;2017;96
16 País Vasco;Hombres;71 y más años;2016;89
16 País Vasco;Hombres;71 y más años;2015;56
16 País Vasco;Hombres;71 y más años;2014;43
16 País Vasco;Hombres;71 y más años;2013;57
16 País Vasco;Mujeres;Total ;2019;2.450
16 País Vasco;Mujeres;Total ;2018;2.527
16 País Vasco;Mujeres;Total ;2017;2.533
16 País Vasco;Mujeres;Total ;2016;2.380
16 País Vasco;Mujeres;Total ;2015;1.264
16 País Vasco;Mujeres;Total ;2014;1.026
16 País Vasco;Mujeres;Total ;2013;946
16 País Vasco;Mujeres;De 18 a 20 años;2019;220
16 País Vasco;Mujeres;De 18 a 20 años;2018;257
16 País Vasco;Mujeres;De 18 a 20 años;2017;254
16 País Vasco;Mujeres;De 18 a 20 años;2016;207
16 País Vasco;Mujeres;De 18 a 20 años;2015;98
16 País Vasco;Mujeres;De 18 a 20 años;2014;83
16 País Vasco;Mujeres;De 18 a 20 años;2013;69
16 País Vasco;Mujeres;De 21 a 25 años;2019;316
16 País Vasco;Mujeres;De 21 a 25 años;2018;330
16 País Vasco;Mujeres;De 21 a 25 años;2017;346
16 País Vasco;Mujeres;De 21 a 25 años;2016;343
16 País Vasco;Mujeres;De 21 a 25 años;2015;181
16 País Vasco;Mujeres;De 21 a 25 años;2014;150
16 País Vasco;Mujeres;De 21 a 25 años;2013;132
16 País Vasco;Mujeres;De 26 a 30 años;2019;291
16 País Vasco;Mujeres;De 26 a 30 años;2018;300
16 País Vasco;Mujeres;De 26 a 30 años;2017;343
16 País Vasco;Mujeres;De 26 a 30 años;2016;313
16 País Vasco;Mujeres;De 26 a 30 años;2015;198
16 País Vasco;Mujeres;De 26 a 30 años;2014;165
16 País Vasco;Mujeres;De 26 a 30 años;2013;164
16 País Vasco;Mujeres;De 31 a 35 años;2019;283
16 País Vasco;Mujeres;De 31 a 35 años;2018;318
16 País Vasco;Mujeres;De 31 a 35 años;2017;329
16 País Vasco;Mujeres;De 31 a 35 años;2016;315
16 País Vasco;Mujeres;De 31 a 35 años;2015;184
16 País Vasco;Mujeres;De 31 a 35 años;2014;159
16 País Vasco;Mujeres;De 31 a 35 años;2013;157
16 País Vasco;Mujeres;De 36 a 40 años;2019;356
16 País Vasco;Mujeres;De 36 a 40 años;2018;364
16 País Vasco;Mujeres;De 36 a 40 años;2017;311
16 País Vasco;Mujeres;De 36 a 40 años;2016;325
16 País Vasco;Mujeres;De 36 a 40 años;2015;165
16 País Vasco;Mujeres;De 36 a 40 años;2014;167
16 País Vasco;Mujeres;De 36 a 40 años;2013;135
16 País Vasco;Mujeres;De 41 a 50 años;2019;542
16 País Vasco;Mujeres;De 41 a 50 años;2018;537
16 País Vasco;Mujeres;De 41 a 50 años;2017;551
16 País Vasco;Mujeres;De 41 a 50 años;2016;501
16 País Vasco;Mujeres;De 41 a 50 años;2015;282
16 País Vasco;Mujeres;De 41 a 50 años;2014;212
16 País Vasco;Mujeres;De 41 a 50 años;2013;205
16 País Vasco;Mujeres;De 51 a 60 años;2019;277
16 País Vasco;Mujeres;De 51 a 60 años;2018;268
16 País Vasco;Mujeres;De 51 a 60 años;2017;240
16 País Vasco;Mujeres;De 51 a 60 años;2016;248
16 País Vasco;Mujeres;De 51 a 60 años;2015;106
16 País Vasco;Mujeres;De 51 a 60 años;2014;70
16 País Vasco;Mujeres;De 51 a 60 años;2013;68
16 País Vasco;Mujeres;De 61 a 70 años;2019;115
16 País Vasco;Mujeres;De 61 a 70 años;2018;112
16 País Vasco;Mujeres;De 61 a 70 años;2017;107
16 País Vasco;Mujeres;De 61 a 70 años;2016;85
16 País Vasco;Mujeres;De 61 a 70 años;2015;37
16 País Vasco;Mujeres;De 61 a 70 años;2014;17
16 País Vasco;Mujeres;De 61 a 70 años;2013;15
16 País Vasco;Mujeres;71 y más años;2019;50
16 País Vasco;Mujeres;71 y más años;2018;41
16 País Vasco;Mujeres;71 y más años;2017;52
16 País Vasco;Mujeres;71 y más años;2016;43
16 País Vasco;Mujeres;71 y más años;2015;13
16 País Vasco;Mujeres;71 y más años;2014;3
16 País Vasco;Mujeres;71 y más años;2013;1
17 Rioja, La;Total;Total ;2019;1.846
17 Rioja, La;Total;Total ;2018;1.964
17 Rioja, La;Total;Total ;2017;1.858
17 Rioja, La;Total;Total ;2016;1.942
17 Rioja, La;Total;Total ;2015;1.532
17 Rioja, La;Total;Total ;2014;1.508
17 Rioja, La;Total;Total ;2013;1.338
17 Rioja, La;Total;De 18 a 20 años;2019;149
17 Rioja, La;Total;De 18 a 20 años;2018;156
17 Rioja, La;Total;De 18 a 20 años;2017;141
17 Rioja, La;Total;De 18 a 20 años;2016;160
17 Rioja, La;Total;De 18 a 20 años;2015;132
17 Rioja, La;Total;De 18 a 20 años;2014;132
17 Rioja, La;Total;De 18 a 20 años;2013;121
17 Rioja, La;Total;De 21 a 25 años;2019;251
17 Rioja, La;Total;De 21 a 25 años;2018;262
17 Rioja, La;Total;De 21 a 25 años;2017;256
17 Rioja, La;Total;De 21 a 25 años;2016;305
17 Rioja, La;Total;De 21 a 25 años;2015;219
17 Rioja, La;Total;De 21 a 25 años;2014;214
17 Rioja, La;Total;De 21 a 25 años;2013;211
17 Rioja, La;Total;De 26 a 30 años;2019;239
17 Rioja, La;Total;De 26 a 30 años;2018;296
17 Rioja, La;Total;De 26 a 30 años;2017;236
17 Rioja, La;Total;De 26 a 30 años;2016;263
17 Rioja, La;Total;De 26 a 30 años;2015;246
17 Rioja, La;Total;De 26 a 30 años;2014;220
17 Rioja, La;Total;De 26 a 30 años;2013;193
17 Rioja, La;Total;De 31 a 35 años;2019;233
17 Rioja, La;Total;De 31 a 35 años;2018;267
17 Rioja, La;Total;De 31 a 35 años;2017;223
17 Rioja, La;Total;De 31 a 35 años;2016;264
17 Rioja, La;Total;De 31 a 35 años;2015;242
17 Rioja, La;Total;De 31 a 35 años;2014;268
17 Rioja, La;Total;De 31 a 35 años;2013;194
17 Rioja, La;Total;De 36 a 40 años;2019;263
17 Rioja, La;Total;De 36 a 40 años;2018;269
17 Rioja, La;Total;De 36 a 40 años;2017;284
17 Rioja, La;Total;De 36 a 40 años;2016;263
17 Rioja, La;Total;De 36 a 40 años;2015;232
17 Rioja, La;Total;De 36 a 40 años;2014;199
17 Rioja, La;Total;De 36 a 40 años;2013;194
17 Rioja, La;Total;De 41 a 50 años;2019;420
17 Rioja, La;Total;De 41 a 50 años;2018;427
17 Rioja, La;Total;De 41 a 50 años;2017;442
17 Rioja, La;Total;De 41 a 50 años;2016;429
17 Rioja, La;Total;De 41 a 50 años;2015;277
17 Rioja, La;Total;De 41 a 50 años;2014;308
17 Rioja, La;Total;De 41 a 50 años;2013;306
17 Rioja, La;Total;De 51 a 60 años;2019;207
17 Rioja, La;Total;De 51 a 60 años;2018;196
17 Rioja, La;Total;De 51 a 60 años;2017;187
17 Rioja, La;Total;De 51 a 60 años;2016;180
17 Rioja, La;Total;De 51 a 60 años;2015;139
17 Rioja, La;Total;De 51 a 60 años;2014;117
17 Rioja, La;Total;De 51 a 60 años;2013;88
17 Rioja, La;Total;De 61 a 70 años;2019;62
17 Rioja, La;Total;De 61 a 70 años;2018;74
17 Rioja, La;Total;De 61 a 70 años;2017;68
17 Rioja, La;Total;De 61 a 70 años;2016;57
17 Rioja, La;Total;De 61 a 70 años;2015;32
17 Rioja, La;Total;De 61 a 70 años;2014;41
17 Rioja, La;Total;De 61 a 70 años;2013;26
17 Rioja, La;Total;71 y más años;2019;22
17 Rioja, La;Total;71 y más años;2018;17
17 Rioja, La;Total;71 y más años;2017;21
17 Rioja, La;Total;71 y más años;2016;21
17 Rioja, La;Total;71 y más años;2015;13
17 Rioja, La;Total;71 y más años;2014;9
17 Rioja, La;Total;71 y más años;2013;5
17 Rioja, La;Hombres;Total ;2019;1.485
17 Rioja, La;Hombres;Total ;2018;1.576
17 Rioja, La;Hombres;Total ;2017;1.447
17 Rioja, La;Hombres;Total ;2016;1.545
17 Rioja, La;Hombres;Total ;2015;1.282
17 Rioja, La;Hombres;Total ;2014;1.319
17 Rioja, La;Hombres;Total ;2013;1.187
17 Rioja, La;Hombres;De 18 a 20 años;2019;113
17 Rioja, La;Hombres;De 18 a 20 años;2018;114
17 Rioja, La;Hombres;De 18 a 20 años;2017;111
